fiscalYear,currentValue,name,duns,multiYear
2016,282274,Incident Communication Solutions,784154895,true
2016,6750,Six Continents Hotels,88603548,false
2016,18660,National Hospitality Management,948828236,false
2016,16360,Square One Armoring Services Co,787361302,true
2016,7700,Cellebrite,33095568,true
2016,56923.7,Sendum Wireless Corporation,208142526,false
2016,42000,Nal Research,799458039,true
2016,8417,Karda Systems,808474212,false
2016,4884.98,Supreme Security Systems,945163509,true
2016,4800,Luella Nelson,105683390,false
2016,1000,John M Donoghue,148076107,true
2016,60335,Caribbean School,90111733,true
2016,11580,The Palmas Academy,792851032,true
2016,4665,"Gulf Breeze Properties, II",156123916,false
2016,21055.9,Inseego North America,800250008,true
2016,1800,Aurora Sportsmens Club,833719065,false
2016,22250,Calspan Corporation,171078947,false
2016,12155,Vohne Liche Kennels,957578685,true
2016,450000,JDL Digital Systems,165449872,true
2016,7849,Midwest Rescue Products,168563794,true
2016,20625,Kel-Tech Plastics,27541754,true
2016,3927.92,Inseego North America,800250008,true
2016,6620,Maya Interpreters,10406543,false
2016,41365,Atlantic Signal,167789531,false
2016,287979.56,Broadcast Microwave Services,32006470,true
2016,6116.8,Atlantic Diving Supply,27079776,true
2016,9117.5,Production Automation Corporation,66828476,false
2016,81400,JDL Digital Systems,165449872,true
2016,12270,Kel-Tech Plastics,27541754,true
2016,9903,Taylor Holdings,73407728,false
2016,73003,University of Alabama at Birmingham,63690705,true
2016,5953.5,Document Imaging Dimensions,38062712,true
2016,7475.47,Haworth,72595457,true
2016,6290.46,Haworth,72595457,true
2016,169887.92,Haworth,72595457,true
2016,209253.1,Haworth,72595457,true
2016,23594.72,Haworth,72595457,true
2016,10849.2,Haworth,72595457,true
2016,50846.04,Haworth,72595457,true
2016,16179.83,Haworth,72595457,true
2016,59835.41,Sampson Partners,124623039,true
2016,378404.68,Haworth,72595457,true
2016,3340000,Olin Corporation,88736686,true
2016,44355.6,Vista Outdoor Sales,79331239,true
2016,10078.8,Vista Outdoor Sales,79331239,true
2016,3731.84,Vista Outdoor Sales,79331239,true
2016,299953.28,Vista Outdoor Sales,79331239,true
2016,284604.6,Atlantic Diving Supply,27079776,true
2016,2997,Visionworx,124116463,true
2016,31030,Aero Mobility,802856083,true
2016,224779.06,Advanced Government Solutions,183749220,true
2016,67330,Bashen Corporation,877933408,true
2016,42314,Bashen Corporation,877933408,true
2016,45936,Bashen Corporation,877933408,true
2016,333011.84,Vista Outdoor Sales,79331239,true
2016,14927.36,Vista Outdoor Sales,79331239,true
2016,15585.92,Vista Outdoor Sales,79331239,true
2016,1141940.8,Eagle Hill Consulting,137206202,false
2016,52403,Bashen Corporation,877933408,true
2016,20806,Bashen Corporation,877933408,true
2016,51440.09,Bashen Corporation,877933408,true
2016,102757.54,Bashen Corporation,877933408,true
2016,267697.85,Ben Fitzgerald Real Estate Services,53117149,true
2016,1646.4,Vista Outdoor Sales,79331239,true
2016,45001.6,Vista Outdoor Sales,79331239,true
2016,2610.32,Mythics,13358002,true
2016,581695.5,Vista Outdoor Sales,79331239,true
2016,83856.64,Vista Outdoor Sales,79331239,true
2016,97014,JDG Associates,624408167,true
2016,70000,Bashen Corporation,877933408,true
2016,236000,M. L. Benjamin Enterprises,194508131,true
2016,9820.74,KCorp Technology Services,131666708,true
2016,15700.96,Tactical & Survival Specialties,607775848,true
2016,1595936.49,Booz Allen Hamilton,6928857,true
2016,408556.8,XL Associates,608717450,true
2016,4335,Atlantic Management Center,153903802,false
2016,5859.15,Dun & Bradstreet,135838084,true
2016,30936.15,KCorp Technology Services,131666708,true
2016,145090.27,Federal Facilitators,119969970,true
2016,198830.76,Bashen Corporation,877933408,true
2016,363293,"Delany, Siegel, Zorn & Associates",101176097,true
2016,50350,The Medalcraft Mint,6130371,true
2016,4404,Tactical & Survival Specialties,607775848,true
2016,406658.43,Solutions Through Innovative Technologies,3592412,true
2016,13116,H Squared,63079268,true
2016,131016,KCorp Technology Services,131666708,true
2016,20321.37,United Site Services,133036850,false
2016,15639.35,Hardware,361400849,false
2016,3150,Benefit Planning,790801765,true
2016,47183.83,Franklin Covey Client Sales,12290503,true
2016,70594,Johnson Controls Security Solutions,7507671,true
2016,15706.9,H Squared,63079268,true
2016,3510.9,Omnifics,121556096,false
2016,43116.41,Datum Filing Systems,61974549,true
2016,17378,Graduate School,40535536,true
2016,9215,Qualification Targets,11457723,true
2016,85484,CEB,184779924,true
2016,115460,Elevation,144184392,true
2016,23530.97,AEEC,36279193,true
2016,894909.57,Solutions Through Innovative Technologies,3592412,true
2016,26589.14,Allclear Id,790818772,true
2016,9229.3,Aardvark,861004349,true
2016,307887.5,Vista Outdoor Sales,79331239,true
2016,80000,Olin Corporation,88736686,true
2016,2000,Olin Corporation,88736686,true
2016,152400,Olin Corporation,88736686,true
2016,110715,Heckler & Koch Defense,134466999,true
2016,188425,Colt Defense,121396217,true
2016,1261.04,Vista Outdoor Sales,79331239,true
2016,5039.4,Federal Cartridge Company,6254833,true
2016,15330,Management Concepts,82355652,true
2016,442.6,Federal Cartridge Company,6254833,true
2016,21189.44,Vista Outdoor Sales,79331239,true
2016,246310,Vista Outdoor Sales,79331239,true
2016,123155,Vista Outdoor Sales,79331239,true
2016,92128,Vista Outdoor Sales,79331239,true
2016,709295.55,Federal Cartridge Company,6254833,true
2016,14532,FN America,98401086,true
2016,30807,Vista Outdoor Sales,79331239,true
2016,13278,Federal Cartridge Company,6254833,true
2016,521823.75,Remington Arms Company,1453216,true
2016,985.24,Ammunition Accessories,9066481,true
2016,29310.89,Ammunition Accessories,9066481,true
2016,6180,Remington Arms Company,1453216,true
2016,99675.04,Olin Corporation,88736686,true
2016,113760.69,Federal Cartridge Company,6254833,true
2016,63244.47,Federal Cartridge Company,6254833,true
2016,5000,Olin Corporation,88736686,true
2016,1538228.32,Olin Corporation,88736686,true
2016,83848.26,Olin Corporation,88736686,true
2016,213156.42,Olin Corporation,88736686,true
2016,445346.25,Remington Arms Company,1453216,true
2016,46468.86,Urban Adventures at Gallery Place,787815542,true
2016,1793.6,AEEC,36279193,true
2016,53672.64,Vista Outdoor Sales,79331239,true
2016,25705,Atlantic Diving Supply,27079776,true
2016,832754,Remington Arms Company,1453216,true
2016,31692.72,Vista Outdoor Sales,79331239,true
2016,13232.5,Colt Defense,121396217,true
2016,45320,Remington Arms Company,1453216,true
2016,5407.5,Remington Arms Company,1453216,true
2016,420040.4,Remington Arms Company,1453216,true
2016,19163.04,Vista Outdoor Sales,79331239,true
2016,3152.6,Vista Outdoor Sales,79331239,true
2016,222443.64,Remington Arms Company,1453216,true
2016,260590,Knight’S Armament Company,54038138,true
2016,383463,Vista Outdoor Sales,79331239,true
2016,30250.97,Vista Outdoor Sales,79331239,true
2016,364600.59,Vista Outdoor Sales,79331239,true
2016,191941.8,Olin Corporation,88736686,true
2016,33166.8,Vista Outdoor Sales,79331239,true
2016,24905.54,Vista Outdoor Sales,79331239,true
2016,50394,Vista Outdoor Sales,79331239,true
2016,377071.95,Vista Outdoor Sales,79331239,true
2016,10976,Vista Outdoor Sales,79331239,true
2016,6974.89,Knight’S Armament Company,54038138,true
2016,25025.28,Vista Outdoor Sales,79331239,true
2016,27681.25,Remington Arms Company,1453216,true
2016,87800,Olin Corporation,88736686,true
2016,2015760,Vista Outdoor Sales,79331239,true
2016,139460.7,Aardvark,861004349,true
2016,35210,Aardvark,861004349,true
2016,1405604.93,Vista Outdoor Sales,79331239,true
2016,213035,Vista Outdoor Sales,79331239,true
2016,1109000,Lionbridge Global Solutions II,134265938,true
2016,13625,Remington Arms Company,1453216,true
2016,19961.7,Heckler & Koch Defense,134466999,true
2016,48628.45,Remington Arms Company,1453216,true
2016,11253.85,Freeman Expositions,7821085,true
2016,23996.49,Maryland Economic Development Corporation,118030845,false
2016,124300.8,Helix Group,827865622,false
2016,9200,National Sheriffs’ Association,20291605,true
2016,4475,Potomac Forum,11667040,false
2016,4958,Bovard,38973392,true
2016,27405,BML Tool & MFG,46420766,false
2016,11310,Insyte,167095418,false
2016,8703,City of Hurst,73155822,false
2016,146642.03,KCorp Support Services,790993252,true
2016,10500,Hit Portfolio I Misc TRS,57370025,false
2016,52434.63,Hill & Mac Gunworks,44976271,true
2016,148000,Specialty Cartridge,51749415,false
2016,51000.03,A2z Supply,808414531,true
2016,4270,Crowne Plaza Tampa Westshore,828983200,true
2016,123750,Specialty Cartridge,51749415,false
2016,14995,Netcom Learning,78843526,true
2016,4683.4,Jacques Catering of NY,556308158,false
2016,4375,National September 11 Memorial and Museum at the World Trade Center Foundation,178480146,false
2016,8490,Meristar Pentagon City,99430634,false
2016,12227,Tidewater Distributors,802275391,true
2016,11892.5,Portals Hotel Site,135471162,true
2016,5000,Acams,556820459,true
2016,11995,Qualification Targets,11457723,true
2016,11934,Atlantic Diving Supply,27079776,true
2016,29500,Websedge,235211278,true
2016,18850.5,Mountain RF Sensors,79251332,true
2016,15870,CQ-Roll Call,780247644,true
2016,149006.09,Safariland,90161188,false
2016,11616,Ana-Lab Corporation,58667809,true
2016,4800,SIS Global Solutions,967796173,false
2016,7000,Association of Government Accountants,72633340,true
2016,144650,KDH Defense Systems,142984124,true
2016,7999.8,Leupold & Stevens,45776796,false
2016,64273.2,Point Blank Enterprises,78855857,true
2016,126585,Vista Outdoor Sales,79331239,true
2016,13410.25,Varidesk,79464963,true
2016,39652.5,Combined Systems,57223794,true
2016,4972.48,Acorn Office Products,192770050,true
2016,9336,A2z Supply,808414531,true
2016,12818.3,Engel Ballistic Research,58308508,true
2016,9600,Online Consulting,125047027,true
2016,39810.15,A2z Supply,808414531,true
2016,53151.93,A2z Supply,808414531,true
2016,149600,KDH Defense Systems,142984124,true
2016,206978.5,Saf Eng Associates,786065052,true
2016,98248.76,A2z Supply,808414531,true
2016,33170.32,Atlantic Diving Supply,27079776,true
2016,4926.2,Vista Outdoor Sales,79331239,true
2016,10000,Out & Equal Workplace Advocates,114129591,true
2016,61356488.28,Phacil,54885111,true
2016,6913426.23,clearAvenue,124289708,true
2016,67373.64,N2grate Government Technology Solutions,963510578,true
2016,3665863.39,Visionary Integration Professionals,36943280,true
2016,203682.5,Net Direct Systems,54007823,true
2016,225917.5,Net Direct Systems,54007823,true
2016,368694.17,Net Direct Systems,54007823,true
2016,2197122,Pen-Link,195956636,true
2016,63492.8,Level 3 Communications,73090917,true
2016,130999.99,Johnson Controls Security Solutions,7507671,true
2016,8363.39,Printree,832503622,false
2016,124800,Indev,78577552,true
2016,28713.88,Avaya Federal Solutions,790472240,true
2016,258672.49,Escgov,136155178,true
2016,204600,Carahsoft Technology,88365767,true
2016,16712.11,Net Direct Systems,54007823,true
2016,11539,Dell Federal Systems,149530219,true
2016,8215,Net Direct Systems,54007823,true
2016,3583.53,Net Direct Systems,54007823,true
2016,74219.02,Govplace,957050883,true
2016,6765.44,Net Direct Systems,54007823,true
2016,6865.93,Panamerica Computers,166669742,true
2016,11401.92,Net Direct Systems,54007823,true
2016,11505,New Tech Solutions,20149303,true
2016,1320.36,Net Direct Systems,54007823,true
2016,3198.81,Anacapa Micro Products,556496370,true
2016,4301.44,Anacapa Micro Products,556496370,true
2016,4899.78,Red River Technology,933678708,true
2016,9740,Net Direct Systems,54007823,true
2016,3807,Panamerica Computers,166669742,true
2016,10051.2,Mythics,13358002,true
2016,13086.21,Snap,7805067,true
2016,3000806.8,Mythics,13358002,true
2016,315360.5,Green IT Systems Group,966572682,true
2016,18814.52,Cloudburst Technologies,192942972,false
2016,3297,Chainalysis,79827246,true
2016,54923659.64,WidePoint Integrated Solutions,4693904,true
2016,38165.82,Net Direct Systems,54007823,true
2016,1451286.1,Escgov,136155178,true
2016,1327.48,Net Direct Systems,54007823,true
2016,410381.01,Mythics,13358002,true
2016,8878,Net Direct Systems,54007823,true
2016,42582771.57,Enterprise Services,77817617,true
2016,5291.46,Net Direct Systems,54007823,true
2016,2655.98,Net Direct Systems,54007823,true
2016,22248,Net Direct Systems,54007823,true
2016,11766.84,Net Direct Systems,54007823,true
2016,9993,Net Direct Systems,54007823,true
2016,6357.16,Net Direct Systems,54007823,true
2016,9165,Net Direct Systems,54007823,true
2016,123765,Mythics,13358002,true
2016,319551.21,Mythics,13358002,true
2016,304381.19,Net Direct Systems,54007823,true
2016,122056,Net Direct Systems,54007823,true
2016,372131.35,Net Direct Systems,54007823,true
2016,469071.01,Net Direct Systems,54007823,true
2016,526216.9,Net Direct Systems,54007823,true
2016,311000,Net Direct Systems,54007823,true
2016,330688.07,Net Direct Systems,54007823,true
2016,327572.87,Net Direct Systems,54007823,true
2016,215083.76,Net Direct Systems,54007823,true
2016,20825.84,Net Direct Systems,54007823,true
2016,136945.5,Net Direct Systems,54007823,true
2016,12500,Enforcement Technology Group,181272209,false
2016,3338.84,Computer Projects of Illinois,166994863,false
2016,36025.68,Rimage Corporation,151772530,true
2016,3516.02,Avaya Federal Solutions,790472240,true
2016,62046.61,Avaya Federal Solutions,790472240,true
2016,27861.67,Avaya Federal Solutions,790472240,true
2016,32168.55,Avaya Federal Solutions,790472240,true
2016,16831,Annams Systems Corporation,869159897,true
2016,66495,FAAC,175204163,false
2016,9375.4,Avaya Federal Solutions,790472240,true
2016,6371.36,Avaya Federal Solutions,790472240,true
2016,51751.8,Avaya Federal Solutions,790472240,true
2016,35621.09,Avaya Federal Solutions,790472240,true
2016,10224.4,Avaya Federal Solutions,790472240,true
2016,39315.5,Carahsoft Technology,88365767,true
2016,34411.81,Avaya Federal Solutions,790472240,true
2016,7680.58,Actionable Intelligence Technologies,109448030,true
2016,155991,Exxact Corporation,788479368,true
2016,15960,Environmental Systems Research Institute,63134175,true
2016,18270,Avaya Federal Solutions,790472240,true
2016,5517.48,USA21,40928496,true
2016,87000,Logicube,868095969,false
2016,159165.64,Johnson Controls Security Solutions,7507671,true
2016,19156.07,Johnson Controls Security Solutions,7507671,true
2016,445405.63,Avaya Federal Solutions,790472240,true
2016,48602.82,Avaya Federal Solutions,790472240,true
2016,11666.71,Rimage Corporation,151772530,true
2016,11310.3,Avaya Federal Solutions,790472240,true
2016,61007.74,Avaya Federal Solutions,790472240,true
2016,8933.75,Adorama,87403499,true
2016,45263.88,Avaya Federal Solutions,790472240,true
2016,37411.03,Rimage Corporation,151772530,true
2016,73747.35,Avaya Federal Solutions,790472240,true
2016,5860.8,Federal Defense Solutions,830363177,false
2016,12000,Twentyeighty Strategy Execution,120840798,false
2016,78853.56,Avaya Federal Solutions,790472240,true
2016,145317.14,Avaya Federal Solutions,790472240,true
2016,35103.99,Avaya Federal Solutions,790472240,true
2016,139596.73,Avaya Federal Solutions,790472240,true
2016,10494,Cannon IV,75961300,false
2016,94427.35,Avaya Federal Solutions,790472240,true
2016,186489.33,Avaya Federal Solutions,790472240,true
2016,3676.78,DLT Solutions,786468199,true
2016,22986.84,Panamerica Computers,166669742,true
2016,81166.12,Escgov,136155178,true
2016,7975,Net Direct Systems,54007823,true
2016,6211.3,Net Direct Systems,54007823,true
2016,7196.34,C & C International Computers & Consultants,932469612,true
2016,88918.06,Panamerica Computers,166669742,true
2016,7572.3,Panamerica Computers,166669742,true
2016,10380.6,Dell Federal Systems,149530219,true
2016,14888.4,Net Direct Systems,54007823,true
2016,3505.64,Trofholz Technologies,119514144,true
2016,7639.69,Patriot Comm,78368261,true
2016,61158.64,Panamerica Computers,166669742,true
2016,22407.12,Panamerica Computers,166669742,true
2016,710.24,Net Direct Systems,54007823,true
2016,95137.23,Panamerica Computers,166669742,true
2016,4944,Net Direct Systems,54007823,true
2016,9802.14,Net Direct Systems,54007823,true
2016,5548,Net Direct Systems,54007823,true
2016,692.04,Dell Federal Systems,149530219,true
2016,140943.68,Impres Technology Solutions,11182784,true
2016,26366.4,Escgov,136155178,true
2016,11410.87,Panamerica Computers,166669742,true
2016,3412.7,MCP Computer Products,22567908,true
2016,4768.43,Panamerica Computers,166669742,true
2016,57210.5,Government Acquisitions,603814054,true
2016,24613.7,Akira Technologies,605928246,true
2016,7142.6,Anacapa Micro Products,556496370,true
2016,10896.58,Net Direct Systems,54007823,true
2016,7337.52,Panamerica Computers,166669742,true
2016,118036.46,Govplace,957050883,true
2016,13511.42,Net Direct Systems,54007823,true
2016,3740.4,Anacapa Micro Products,556496370,true
2016,9218.82,Net Direct Systems,54007823,true
2016,11295.46,Anacapa Micro Products,556496370,true
2016,252620.32,Govplace,957050883,true
2016,12538.4,Panamerica Computers,166669742,true
2016,73419.81,Akira Technologies,605928246,true
2016,13139.76,Net Direct Systems,54007823,true
2016,202897.11,Panamerica Computers,166669742,true
2016,1627.26,Dell Federal Systems,149530219,true
2016,75280,Net Direct Systems,54007823,true
2016,5223,Net Direct Systems,54007823,true
2016,310917.04,Immixtechnology,98692374,true
2016,18108.37,Panamerica Computers,166669742,true
2016,5493.44,Net Direct Systems,54007823,true
2016,15387.31,Government Acquisitions,603814054,true
2016,96472,Net Direct Systems,54007823,true
2016,6632.85,Net Direct Systems,54007823,true
2016,5156.24,Net Direct Systems,54007823,true
2016,2022.54,Net Direct Systems,54007823,true
2016,14202.6,Panamerica Computers,166669742,true
2016,58491.95,Anacapa Micro Products,556496370,true
2016,14862.3,Net Direct Systems,54007823,true
2016,2561.28,Panamerica Computers,166669742,true
2016,30834.16,Net Direct Systems,54007823,true
2016,5387.2,Panamerica Computers,166669742,true
2016,975787.74,Mythics,13358002,true
2016,303751.7,Dell Federal Systems,149530219,true
2016,1384.08,Dell Federal Systems,149530219,true
2016,29200,New Tech Solutions,20149303,true
2016,5522.48,Anacapa Micro Products,556496370,true
2016,13897.56,Net Direct Systems,54007823,true
2016,96912.8,Anacapa Micro Products,556496370,true
2016,337665.08,Net Direct Systems,54007823,true
2016,30566,New Tech Solutions,20149303,true
2016,12408,MCP Computer Products,22567908,true
2016,872.18,Net Direct Systems,54007823,true
2016,7261.98,Net Direct Systems,54007823,true
2016,1398732.09,Unicom Government,107939357,true
2016,58187.72,Anacapa Micro Products,556496370,true
2016,3906.5,Net Direct Systems,54007823,true
2016,26546.55,Panamerica Computers,166669742,true
2016,183270.74,Panamerica Computers,166669742,true
2016,56050,Net Direct Systems,54007823,true
2016,34602,Dell Federal Systems,149530219,true
2016,14095.63,Akira Technologies,605928246,true
2016,38250,Net Direct Systems,54007823,true
2016,2987.03,Net Direct Systems,54007823,true
2016,10216.74,Net Direct Systems,54007823,true
2016,11198.15,FS Partners,78374094,true
2016,660.18,Net Direct Systems,54007823,true
2016,8935.19,Anacapa Micro Products,556496370,true
2016,1532.36,Net Direct Systems,54007823,true
2016,222922.37,Mythics,13358002,true
2016,7708.54,Net Direct Systems,54007823,true
2016,1251.48,Net Direct Systems,54007823,true
2016,1877.22,Net Direct Systems,54007823,true
2016,11036.4,Dell Federal Systems,149530219,true
2016,8721.36,Anacapa Micro Products,556496370,true
2016,3544.36,Blue Tech,121701957,true
2016,1581.3,Net Direct Systems,54007823,true
2016,5847.65,Blue Tech,121701957,true
2016,14670.75,Anacapa Micro Products,556496370,true
2016,4277.4,Net Direct Systems,54007823,true
2016,13372.07,Anacapa Micro Products,556496370,true
2016,1710.24,Net Direct Systems,54007823,true
2016,1728.36,Net Direct Systems,54007823,true
2016,8933.04,Net Direct Systems,54007823,true
2016,16782.37,Net Direct Systems,54007823,true
2016,3113.76,Net Direct Systems,54007823,true
2016,6037.3,Government Acquisitions,603814054,true
2016,18062.52,Anacapa Micro Products,556496370,true
2016,269291.04,Mythics,13358002,true
2016,324359.76,Anacapa Micro Products,556496370,true
2016,61864.6,Govplace,957050883,true
2016,16890.57,Mythics,13358002,true
2016,5601.72,Net Direct Systems,54007823,true
2016,21506,Net Direct Systems,54007823,true
2016,1384.36,Net Direct Systems,54007823,true
2016,54242,Dell Federal Systems,149530219,true
2016,4158,Net Direct Systems,54007823,true
2016,66509.08,Net Direct Systems,54007823,true
2016,3286,Net Direct Systems,54007823,true
2016,151640,Net Direct Systems,54007823,true
2016,122822,Red River Technology,933678708,true
2016,89972.49,Net Direct Systems,54007823,true
2016,35799.72,Dell Federal Systems,149530219,true
2016,2691.46,Net Direct Systems,54007823,true
2016,1084.84,Dell Federal Systems,149530219,true
2016,9501.51,Alvarez,160759135,true
2016,131259.82,Net Direct Systems,54007823,true
2016,7038.18,Anacapa Micro Products,556496370,true
2016,7956.54,Anacapa Micro Products,556496370,true
2016,7561.08,Anacapa Micro Products,556496370,true
2016,4429.41,Anacapa Micro Products,556496370,true
2016,32112,Net Direct Systems,54007823,true
2016,16904,Net Direct Systems,54007823,true
2016,5400,Blue Tech,121701957,true
2016,37078.08,Govplace,957050883,true
2016,18073,Net Direct Systems,54007823,true
2016,2768.16,Dell Federal Systems,149530219,true
2016,56436.59,Net Direct Systems,54007823,true
2016,2348.84,Trofholz Technologies,119514144,true
2016,6475,Blue Tech,121701957,true
2016,4873.6,Net Direct Systems,54007823,true
2016,16731.42,Net Direct Systems,54007823,true
2016,18018.8,Blue Tech,121701957,true
2016,21696.8,Dell Federal Systems,149530219,true
2016,4250,Blue Tech,121701957,true
2016,9080.2,Akira Technologies,605928246,true
2016,6840,Anacapa Micro Products,556496370,true
2016,20066.25,Anacapa Micro Products,556496370,true
2016,24645,Net Direct Systems,54007823,true
2016,10801.3,FS Partners,78374094,true
2016,27736.79,Govplace,957050883,true
2016,48374.54,Akira Technologies,605928246,true
2016,68780.95,Westwind Team,78374942,true
2016,657429.93,Anacapa Micro Products,556496370,true
2016,22738.2,FCN,615378007,true
2016,9968.39,Net Direct Systems,54007823,true
2016,15596.18,Panamerica Computers,166669742,true
2016,25749.6,Net Direct Systems,54007823,true
2016,39065,Net Direct Systems,54007823,true
2016,276589.5,Net Direct Systems,54007823,true
2016,233134.19,Dell Federal Systems,149530219,true
2016,5883.42,Net Direct Systems,54007823,true
2016,6486,Net Direct Systems,54007823,true
2016,67579.92,Net Direct Systems,54007823,true
2016,16782.48,Net Direct Systems,54007823,true
2016,4680,Akira Technologies,605928246,true
2016,49874.46,Net Direct Systems,54007823,true
2016,7671.08,Dell Federal Systems,149530219,true
2016,9752,Net Direct Systems,54007823,true
2016,8407.38,Trofholz Technologies,119514144,true
2016,8367.18,Net Direct Systems,54007823,true
2016,4110.45,Net Direct Systems,54007823,true
2016,9183.85,Panamerica Computers,166669742,true
2016,25400,Anacapa Micro Products,556496370,true
2016,7792,Net Direct Systems,54007823,true
2016,9805.7,Net Direct Systems,54007823,true
2016,299940,Anacapa Micro Products,556496370,true
2016,51872.5,Panamerica Computers,166669742,true
2016,29220,Net Direct Systems,54007823,true
2016,3568,Net Direct Systems,54007823,true
2016,3446.22,Unistar-Sparco Computers,959391509,true
2016,5847,Net Direct Systems,54007823,true
2016,5766.45,Net Direct Systems,54007823,true
2016,6269.26,Net Direct Systems,54007823,true
2016,236819.44,Net Direct Systems,54007823,true
2016,71599.68,Net Direct Systems,54007823,true
2016,34933.69,Dell Federal Systems,149530219,true
2016,173792.37,Dell Federal Systems,149530219,true
2016,36915.45,Net Direct Systems,54007823,true
2016,8713.84,Net Direct Systems,54007823,true
2016,15617.66,Net Direct Systems,54007823,true
2016,2308.28,Net Direct Systems,54007823,true
2016,5500,Panamerica Computers,166669742,true
2016,6180,Net Direct Systems,54007823,true
2016,29995.55,Net Direct Systems,54007823,true
2016,11834.61,Net Direct Systems,54007823,true
2016,19730.16,Net Direct Systems,54007823,true
2016,79585.78,Net Direct Systems,54007823,true
2016,8036,Net Direct Systems,54007823,true
2016,21983.31,Net Direct Systems,54007823,true
2016,102232.02,FS Partners,78374094,true
2016,992.56,Net Direct Systems,54007823,true
2016,466775.86,Dell Federal Systems,149530219,true
2016,17840,Net Direct Systems,54007823,true
2016,18116.15,Unistar-Sparco Computers,959391509,true
2016,13988.44,Dell Federal Systems,149530219,true
2016,30715.42,Net Direct Systems,54007823,true
2016,6768.6,Dell Federal Systems,149530219,true
2016,5866.12,Dell Federal Systems,149530219,true
2016,1940,Blue Tech,121701957,true
2016,5219.69,Blue Tech,121701957,true
2016,8485.94,Anacapa Micro Products,556496370,true
2016,7175.92,Panamerica Computers,166669742,true
2016,916174.35,Net Direct Systems,54007823,true
2016,1964,Blue Tech,121701957,true
2016,6516.96,FS Partners,78374094,true
2016,184786,Government Acquisitions,603814054,true
2016,5862.5,Blue Tech,121701957,true
2016,1050.78,Panamerica Computers,166669742,true
2016,74123.42,Akira Technologies,605928246,true
2016,52547.14,Anacapa Micro Products,556496370,true
2016,34866.42,Net Direct Systems,54007823,true
2016,5104.98,New Tech Solutions,20149303,true
2016,139500,FCN,615378007,true
2016,5444.01,FCN,615378007,true
2016,56016.9,Net Direct Systems,54007823,true
2016,14604.72,Green IT Systems Group,966572682,true
2016,18700,Blue Tech,121701957,true
2016,9971.94,Akira Technologies,605928246,true
2016,29130,Net Direct Systems,54007823,true
2016,19022.05,Akira Technologies,605928246,true
2016,4309.16,Dell Federal Systems,149530219,true
2016,7222.12,Net Direct Systems,54007823,true
2016,2466.27,Net Direct Systems,54007823,true
2016,1742.12,Net Direct Systems,54007823,true
2016,5897.1,Blue Tech,121701957,true
2016,4898.29,FS Partners,78374094,true
2016,9495.2,Trofholz Technologies,119514144,true
2016,3867722.96,Four Points Technology,89896737,true
2016,805.65,Dell Federal Systems,149530219,true
2016,4675,New Tech Solutions,20149303,true
2016,10416,Blue Tech,121701957,true
2016,17478,Anacapa Micro Products,556496370,true
2016,13828.4,Anacapa Micro Products,556496370,true
2016,10620,Blue Tech,121701957,true
2016,16735.19,Panamerica Computers,166669742,true
2016,365159.76,Anacapa Micro Products,556496370,true
2016,84875.71,Panamerica Computers,166669742,true
2016,4376,Net Direct Systems,54007823,true
2016,152575.72,Mythics,13358002,true
2016,9024.8,Dell Federal Systems,149530219,true
2016,18594.23,Govplace,957050883,true
2016,42996.24,Akira Technologies,605928246,true
2016,13916.4,Panamerica Computers,166669742,true
2016,4407.21,Blue Tech,121701957,true
2016,16338.45,Net Direct Systems,54007823,true
2016,14950.44,Panamerica Computers,166669742,true
2016,54936.84,Panamerica Computers,166669742,true
2016,6061.08,Net Direct Systems,54007823,true
2016,13319.8,Panamerica Computers,166669742,true
2016,1353.72,Dell Federal Systems,149530219,true
2016,5540.33,FS Partners,78374094,true
2016,2208,Panamerica Computers,166669742,true
2016,3703.18,Anacapa Micro Products,556496370,true
2016,34377.36,Govplace,957050883,true
2016,6315.37,Panamerica Computers,166669742,true
2016,8578.52,Panamerica Computers,166669742,true
2016,3173,New Tech Solutions,20149303,true
2016,28510,New Tech Solutions,20149303,true
2016,33359.28,Anacapa Micro Products,556496370,true
2016,284619.62,New Tech Solutions,20149303,true
2016,42120.86,Red River Technology,933678708,true
2016,15855.54,FS Partners,78374094,true
2016,16049.83,Akira Technologies,605928246,true
2016,9174.51,Blue Tech,121701957,true
2016,92486.5,Anacapa Micro Products,556496370,true
2016,15078.75,Panamerica Computers,166669742,true
2016,15630.94,Westwind Team,78374942,true
2016,13844,Akira Technologies,605928246,true
2016,32442.06,Panamerica Computers,166669742,true
2016,5243.46,Panamerica Computers,166669742,true
2016,7373.42,Net Direct Systems,54007823,true
2016,4845,FS Partners,78374094,true
2016,4001.04,FCN,615378007,true
2016,3730,C & C International Computers & Consultants,932469612,true
2016,1023.7,Panamerica Computers,166669742,true
2016,25389.94,Anacapa Micro Products,556496370,true
2016,11646.03,FS Partners,78374094,true
2016,8797.23,Trofholz Technologies,119514144,true
2016,4837.46,Anacapa Micro Products,556496370,true
2016,113537.2,Panamerica Computers,166669742,true
2016,3928.04,Akira Technologies,605928246,true
2016,39286.32,Dell Federal Systems,149530219,true
2016,49450.6,Government Acquisitions,603814054,true
2016,371666.67,Dell Federal Systems,149530219,true
2016,3609.92,Dell Federal Systems,149530219,true
2016,2698.89,Anacapa Micro Products,556496370,true
2016,35208.1,Govplace,957050883,true
