duns,cleanName,vendorName,origName,url
844278684,DTM Corporation,,DTM CORPORATION,
926769431,Jenkins Security Consultants,"Jenkins Security Consultants, Inc.",JENKINS SECURITY CONSULTANTS INCORPORATED,
191067664,ReconRobotics,"Reconrobotics, Inc.","RECONROBOTICS, INC.",
134510648,Forfeiture Support Associates,Forfeiture Support Associates LLC,"FORFEITURE SUPPORT ASSOCIATES, LLC",
807380951,Irobot Corporation,Irobot Corporation,IROBOT CORPORATION,
6126999,Pierce Manufacturing,"Pierce Manufacturing, Inc.","PIERCE MANUFACTURING, INC.",
97786441,Starside Security & Investigation,"Starside Security & Investigation, Inc.",STARSIDE SECURITY AND INVESTIGATION INCORPORATED,
798247446,The Lioce Group,The Lioce Group Inc,"LIOCE GROUP INC., THE",
122559698,Imsolutions,Imsolutions LLC,IMSOLUTIONS LLC,
168091937,Breaching Technologies,"Breaching Technologies, Inc.","BREACHING TECHNOLOGIES, INC.",
148076107,John M Donoghue,JOHN M DONOGHUE,"DONOGHUE, JOHN M",
191665814,National Cyber-Forensics and Training Alliance.,National Cyber-Forensics and Training Alliance Limited.,NATIONAL CYBER-FORENSICS AND TRAINING ALLIANCE LIMITED.,
32006470,Broadcast Microwave Services,"Broadcast Microwave Services, Inc","BROADCAST MICROWAVE SERVICES, INC.",
829063734,Abba Technologies,"Abba Technologies, Inc.",ABBA TECHNOLOGIES INC,
147996417,Focus Camera,"Focus Camera, Inc.",FOCUS CAMERA LLC,
360638902,Vectrus Mission Solutions Corporation,Vectrus Mission Solutions Corporation,SENTEL CORPORATION,http://www.sentel.com
141254842,EZ Print Supplies,"EZ Print Supplies, Llc.","EZ PRINT SUPPLIES, INC.",
142120273,Provengo,"Provengo, LLC","PROVENGO, LLC",
9154659,Tab Products Co.,Tab Products Co. LLC,"TAB PRODUCTS CO, LLC",
622350184,F C I Tech,F C I Tech Inc.,F C I TECH INC.,
1742662,Immediate System Resources,"Immediate System Resources, Inc","IMMEDIATE SYSTEM RESOURCES, INC",
556915130,Ewing Electronics,"Ewing Electronics, Inc","EWING ELECTRONICS, INC.",
103534595,The Janz Corporation,"JANZ CORPORATION, THE","JANZ CORPORATION, THE",www.janzcorporation.com
51237027,Fedstore Corporation,Fedstore Corporation,FEDSTORE CORPORATION,
160759135,Alvarez,Alvarez LLC,"ALVAREZ & ASSOCIATES, LLC",
118052013,L3 Technologies,"L3 Technologies, Inc.",L-3 COMMUNICATIONS CORPORATION,
965669000,Applied Fundamentals Consulting,Applied Fundamentals Consulting LLC,APPLIED FUNDAMENTALS CONSULTING LLC,
23573108,Entech Sales and Service,"Entech Sales and Service, LLC","ENTECH SALES AND SERVICE, INC.",
98696925,Marriott International,"Marriott International, Inc.","MARRIOTT INTERNATIONAL, INC.",
79209419,Volexity,"Volexity, Inc.","VOLEXITY, INC.",
79347168,ERAD Group,"ERAD Group, Inc.","ERAD GROUP, INC.",
80333696,Obsidian Integration,Obsidian Integration LLC,OBSIDIAN INTEGRATION LLC,
144763067,Lyme Computer Systems,"Lyme Computer Systems, Inc.","LYME COMPUTER SYSTEMS, INC.",
11540031,Kell Systems,Kell Systems Inc.,KELL SYSTEMS INC.,
868478850,County of Ventura,County of Ventura,"VENTURA, COUNTY OF",
194757514,Davila & Associates,DAVILA & ASSOCIATES INC,DAVILA & ASSOCIATES INC,https://www.translateservices.com
89401640,Saul Mineroff Electronics,SAUL MINEROFF ELECTRONICS INC.,SAUL MINEROFF ELECTRONICS INC.,http://www.mineroff.com
78720225,RMA Armament,"RMA Armament, Inc","RMA ARMAMENT, INC",www.rmadefense.com
868038840,Telerik,Telerik Inc.,TELERIK INC.,
80510300,Conduit Transcriptions,"Conduit Transcriptions, LLC","CONDUIT TRANSCRIPTIONS, LLC",
790297019,Edge Technology Distributors,"Edge Technology Distributors, Inc.","EDGE TECHNOLOGY DISTRIBUTORS, INC.",http://www.edgefederal.com
90012183,Diverse Staffing Services,"Diverse Staffing Services, Inc.","DIVERSE STAFFING SERVICES, INC.",
943629535,Priority Courier,PRIORITY COURIER,PRIORITY COURIER,
962685736,Time Warner Cable Enterprises,Time Warner Cable Enterprises LLC,"TIME WARNER ENTERTAINMENT COMPANY, L.P.",
80688784,Jennifer Marquardt,Jennifer Marquardt,"MARQUARDT, JENNIFER",
838390933,Total Concept 360 Consulting,,"TOTAL CONCEPT 360 CONSULTING, LLC",
36279193,AEEC,"Aeec, LLC","AEEC, LLC",
114129591,Out & Equal Workplace Advocates,Out & Equal Workplace Advocates,OUT & EQUAL WORKPLACE ADVOCATES,
933766441,Silas Frazier Realty,Silas Frazier Realty LLC,SILAS FRAZIER REALTY LLC,
60704830,Owyhee Group Companies,Owyhee Group Companies,OWYHEE CAPITAL CORP,
803836345,Fiskars Brands,"Fiskars Brands, Inc.","FISKARS BRANDS, INC.",
114921872,Terathink Corporation,Terathink Corporation,TERATHINK CORPORATION,
131480662,Tactical Medical Solutions,"Tactical Medical Solutions, Inc.","TACTICAL MEDICAL SOLUTIONS, INC.",
184227973,Smithmyer Electronics,Smithmyer Electronics Inc,SMITHMYER ELECTRONICS INC,
2544492,McCall Handling Co.,McCall Handling Co.,MCCALL HANDLING CO.,
782677426,Ultimate Training Munitions,Ultimate Training Munitions Inc.,"ULTIMATE TRAINING MUNITIONS, INC",
167525638,Zee Technologies,"Zee Technologies, Inc.","ZEE TECHNOLOGIES, INC.",
6173082,3M Company,3M Company,3M COMPANY (7775),
948928270,Government Contract Solutions,Government Contract Solutions Inc,GOVERNMENT CONTRACT SOLUTIONS INC,
122071905,4Imprint,"4IMPRINT, INC.","4IMPRINT, INC.",http://www.4imprint.com
90599171,Signature Technology Solutions,"Signature Technology Solutions, Inc.","SIGNATURE TECHNOLOGY SOLUTIONS, INC.",
67641597,General Dynamics Information Technology,"General Dynamics Information Technology, Inc.",ANTEON CORPORATION,
135726185,Barling Bay,"Barling Bay, LLC",BARLING BAY LLC,
125744040,Evigilant.com,Evigilant.com Incorporated,EVIGILANT.COM INCORPORATED,
148025380,JSI Telecom,,JSI TELECOM INC.,
78577552,Indev,"Indev, LLC",INDEV,
966572682,Green IT Systems Group,Green It Systems Group,GREEN IT SYSTEMS GROUP,
124023404,Excella Consulting,"Excella Consulting, Inc.",EXCELLA CONSULTING INCORPORATED,
79254474,Hubstream,"Hubstream, Inc","HUBSTREAM, INC",
70939304,Child Rescue Coalition,"Child Rescue Coalition, Inc.","CHILD RESCUE COALITION, INC.",
84567473,Visual Systems Group,"Visual Systems Group, Inc.","VISUAL SYSTEMS GROUP, INC.",
136815235,Eclinicalworks,"Eclinicalworks, LLC","ECLINICALWORKS, LLC",
796646453,Bellsouth Telecommunications,"BELLSOUTH TELECOMMUNICATIONS, INC.","BELLSOUTH TELECOMMUNICATIONS, INC.",
788459154,BCS Systems,"Bcs Systems, Inc.","BCS SYSTEMS, INC.",
63134175,Environmental Systems Research Institute,"Environmental Systems Research Institute, Inc. ","ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",http://www.esri.com
40928496,USA21,"US 21, Inc.","US 21, INC.",
11182784,Impres Technology Solutions,"Impres Technology Solutions, Inc.","IMPRES TECHNOLOGY SOLUTIONS, INC.",
830952458,Valdata Telecom,Valdata Telecom,VALDATA TELECOM,
4946075,Digital Receiver Technology,"Digital Receiver Technology, Inc.","DIGITAL RECEIVER TECHNOLOGY, INC.",https://www.drti.com/
108319633,D’Tel Communications,"D’Tel Communications, Inc","D'TEL COMMUNICATIONS, INC",
123922788,Government Marketing and Procurement,"Government Marketing and Procurement, L.L.C.",GOVERNMENT MARKETING AND PROCU,
130902872,HRWORX,"Hrworx, LLC","HRWORX, LLC",
150736700,Advantage Technologies,"Advantage Technologies, Inc.","ADVANTAGE TECHNOLOGIES, INC.",
84215677,Tessco,Tessco Incorporated,TESSCO INCORPORATED,
120559203,Treefort,Treefort Inc,TREEFORT INC,
80560682,Phonoscope,"Phonoscope, Inc.","PHONOSCOPE, INC.",
540775988,Jetico,Jetico Inc. Oy,JETICO INC. OY,
116012659,B & H Foto & Electronics,B & H Foto & Electronics Corp.,B & H FOTO & ELECTRONICS CORP.,
365731339,Videntifier Technologies,Videntifier Technologies ehf.,VIDENTIFIER TECHNOLOGIES EHF,
39494143,J S J Rodriguez,"J S J Rodriguez, Inc.","J S J RODRIGUEZ, INC.",
873107627,Beacon Telecom,"Beacon Telecom, Inc.",BEACON TELECOM INC,
968185491,Comcast Business Communications,"Comcast Business Communications, LLC","COMCAST BUSINESS COMMUNICATIONS, LLC",
80509660,Entco Government Software,Entco Government Software LLC,ENTCO GOVERNMENT SOFTWARE LLC,
879059400,American Security Programs,"American Security Programs, Inc","AMERICAN SECURITY PROGRAMS, IN",
1774090,Nyp Corp. (formerly New Yorker-Peters Corporation),Nyp Corp. (formerly New Yorker-Peters Corporation),NYP CORP,
38006110,Eaton Corporation,Eaton Corporation,EATON CORPORATION,
941326894,Access Distributors,"Access Distributors, Inc.","ACCESS DISTRIBUTORS, INC",http://www.accessdistributors.com
159987093,Systec Group,SYSTEC GROUP LLC,SYSTEC GROUP LLC,
87716924,Electronic Data Carriers,"ELECTRONIC DATA CARRIERS, INC.","ELECTRONIC DATA CARRIERS, INC.",
106744142,Sourcelinq,Sourcelinq LLC,SOURCELINQ LLC,
151045309,Access Products,"Access Products, Inc.","ACCESS PRODUCTS, INC",
8921660,H. L. Dalis,"H. L. Dalis, Inc.","H. L., DALIS, INC.",
66224189,Lund Industries,"Lund Industries, Inc.","LUND INDUSTRIES, INC.",
77176477,Babco International,"Babco International, Inc.","BABCO INTERNATIONAL, INC.",
3210408,Silent Guard Systems,Silent Guard Systems Inc,SILENT GUARD SYSTEMS INC,
76881627,Buckstaff Public Safety,"Buckstaff Public Safety, Inc.",BUCKSTAFF PUBLIC SAFETY INCORPORATED,
14654966,CAPP,"CAPP, INC.","CAPP, INC.",http://www.cappusa.com
790889711,Complete Packaging & Shipping Supplies,COMPLETE PACKAGING & SHIPPING SUPPLIES INC.,COMPLETE PACKAGING & SHIPPING,http://www.completesupplyusa.com
942173550,Ellison Systems,Ellison Systems Inc.,ELLISON SYSTEMS INCORPORATED,
807941625,Seva Technical Services,"Seva Technical Services, Inc.","SEVA TECHNICAL SERVICES, INC.",
68206705,Sunshine Makers,"Sunshine Makers, Inc.",SUNSHINE MAKERS INC,
61141891,Shoe Corporation of Birmingham,"Shoe Corporation of Birmingham, Inc.","SHOE CORPORATION OF BIRMINGHAM, INC.",
609647649,Republic Properties,Republic Properties Corp,REPUBLIC PROPERTIES CORP,
797745718,Acme Supply Co.,"Acme Supply Co., Ltd.","ACME SUPPLY CO., LTD",
805985959,Genesis Resource,Genesis Resource Inc,GENESIS RESOURCE INC,
79239061,Cicely B Hudson Solutions,Cicely B Hudson Solutions LLC ,CICELY B HUDSON SOLUTIONS LLC,
194239018,Smiths Detection,"SMITHS DETECTION, INC.","SMITHS DETECTION, INC.",http://www.smithsdetection.com
103202859,Phoenix Textile Corporation,Phoenix Textile Corporation,PHOENIX TEXTILE CORPORATION,
612878772,Wrigglesworth Enterprises,Wrigglesworth Enterprises Inc,"WRIGGLESWORTH ENTERPRISES, INC.",
3219862,Industries of the Blind,"Industries of The Blind, Incorporated","INDUSTRIES OF THE BLIND, INCORPORATED",
7156409,Alphapointe,Alphapointe ,ALPHAPOINTE,http://www.alphapointe.org
78665809,Treasure Electronics,Treasure Electronics Inc,TREASURE ELECTRONICS INC,
64103047,Shiffler Equipment Sales,"Shiffler Equipment Sales, Inc.","SHIFFLER EQUIPMENT SALES, INC.",
118280150,Middle Georgia Diversified Industries,Middle Georgia Diversified Industries Inc,MIDDLE GEORGIA DIVERSIFIED INDUSTRIES INC,
808233274,Goaltex,Goaltex Corp,GOALTEX CORP,
932683121,Computech International,"Computech International, Inc.","COMPUTECH INTERNATIONAL, INC.",
147131627,G T Distributors,"G T Distributors, Inc.","G T DISTRIBUTORS, INC.",
622178747,Federal Prison Industries,"Federal Prison Industries, Inc",FEDERAL PRISON INDUSTRIES INC,
79832637,Global Infinity Enterprise,Global Infinity Enterprise Limited Liability Company,GLOBAL INFINITY ENTERPRISE LIMITED LIABILITY COMPANY,
198749777,Selex Es,Selex Es Inc.,SELEX ES INC.,
51266187,Brantley Bros Moving & Storage Co,Brantley Bros Moving & Storage Co Inc,BRANTLEY BROS MOVING & STOR CO,
76524429,KP Electronics,KP ELECTRONICS LLC,KP ELECTRONICS LLC,
103280830,Canal Alarm Devices,"Canal Alarm Devices, Inc.","CANAL ALARM DEVICES, INC.",
42395868,Ecovantage Energy,Ecovantage Energy Inc.,"ECOVANTAGE ENERGY, INC.",
79186185,North Central Sight Services,"North Central Sight Services, Inc.","NORTH CENTRAL SIGHT SERVICES, INC.",
80306134,A1 Tech Pal,A1 Tech Pal Inc.,"A1 TECH PAL, INC",
601903479,M.A.N.S. Distributors,"M.A.N.S. Distributors, Inc.","M.A.N.S. DISTRIBUTORS, INC.",
796365240,Connecticut Trailers,"Connecticut Trailers, Inc.","CONNECTICUT TRAILERS, INC.",
81040214,Communications-Applied Technology Company,Communications-Applied Technology Company,COMMUNICATIONS APPLIED TECHNOLOGY COMPANY INCORPORATED,
965573421,Range Systems,"Range Systems, Inc.","RENEW RESOURCES, INC.",
965068661,Botach,Botach Inc.,BOTACH TACTICAL,
52927001,Optim,Optim LLC,OPTIM INC,
786094003,17TH St. Photo Supply,"17th St. Photo Supply, Inc.",17TH STREET PHOTO SUPPLY INCORPORATED,
90031253,The Viking Corporation,The Viking Corporation,"VIKING CORPORATION, THE",
967796173,SIS Global Solutions,"SIS Global Solutions, LLC","SIS GLOBAL SOLUTIONS, LLC",
833045243,Time Warner Cable Information Services (hawaii),"TIME WARNER CABLE INFORMATION SERVICES (HAWAII), LLC","TIME WARNER CABLE INFORMATION SERVICES (HAWAII), LLC",
827110136,The Keyw Corporation,The Keyw Corporation,"KEYW CORPORATION, THE",
88603548,Six Continents Hotels,"Six Continents Hotels, Inc.","SIX CONTINENTS HOTELS, INC",
948828236,National Hospitality Management,National Hospitality Management,NATIONAL HOSPITALITY MANAGEMENT,
208142526,Sendum Wireless Corporation,Sendum Wireless Corporation,SENDUM WIRELESS CORPORATION,
808474212,Karda Systems,Karda Systems LLC,KARDA SYSTEMS LLC,
105683390,Luella Nelson,LUELLA NELSON,LUELLA NELSON,
156123916,"Gulf Breeze Properties, II","Gulf Breeze Properties, II L.L.C.","GULF BREEZE PROPERTIES, II L.L.C.",
833719065,Aurora Sportsmens Club,Aurora Sportsmens Club,AURORA SPORTSMENS CLUB,
171078947,Calspan Corporation,Calspan Corporation,CALSPAN CORPORATION,
10406543,Maya Interpreters,Maya Interpreters,MAYA INTERPRETERS,
167789531,Atlantic Signal,Atlantic Signal LLC,ATLANTIC SIGNAL LLC,
66828476,Production Automation Corporation,Production Automation Corporation,PRODUCTION AUTOMATION CORPORATION,
73407728,Taylor Holdings,"TAYLOR HOLDINGS, LLC",TAYLOR HOLDINGS LLC,
183749220,Advanced Government Solutions,"Advanced Government Solutions, Inc.",U S  GOVERNMENT CONSULTING GRO,
137206202,Eagle Hill Consulting,"Eagle Hill Consulting, LLC","EAGLE HILL CONSULTING, LLC",
153903802,Atlantic Management Center,"Atlantic Management Center, Inc.",ATLANTIC MANAGEMENT CENTER INCORPORATED,
133036850,United Site Services,"United Site Services, Inc.","UNITED SITE SERVICES, INC.",
361400849,Hardware,"Hardware, Inc.","HARDWARE, INC",
121556096,Omnifics,"Omnifics, Inc.","OMNIFICS, INC.",
9066481,Ammunition Accessories,AMMUNITION ACCESSORIES INC.,AMMUNITION ACCESSORIES INC.,
118030845,Maryland Economic Development Corporation,Maryland Economic Development Corporation,MARYLAND ECONOMIC DEVELOPMENT CORPORATION,
827865622,Helix Group,HELIX GROUP LLC,HELIX GROUP LLC,
11667040,Potomac Forum,Potomac Forum Ltd,POTOMAC FORUM LTD,
46420766,BML Tool & MFG,Bml Tool & Mfg Corp.,BML TOOL & MFG CORP.,
167095418,Insyte,Insyte LLC,INSYTE LLC,
73155822,City of Hurst,City of Hurst,"HURST, CITY OF",
57370025,Hit Portfolio I Misc TRS,"Hit Portfolio I Misc Trs, LLC",HYATT CORPORATION,
51749415,Specialty Cartridge,"Specialty Cartridge, Inc.","SPECIALTY CARTRIDGE, INC.",
556308158,Jacques Catering of NY,Jacques Catering of NY Inc,JACQUES CATERING OF NY INC,
178480146,National September 11 Memorial and Museum at the World Trade Center Foundation,"National September 11 Memorial and Museum At The World Trade Center Foundation, Inc.","NATIONAL SEPTEMBER 11 MEMORIAL AND MUSEUM AT THE WORLD TRADE CENTER FOUNDATION, INC.",
99430634,Meristar Pentagon City,"Meristar Pentagon City, LLC","MERISTAR PENTAGON CITY, LLC",
90161188,Safariland,"Safariland, LLC","SAFARILAND, LLC",
45776796,Leupold & Stevens,"Leupold & Stevens, Inc.","LEUPOLD & STEVENS, INC.",
832503622,Printree,Printree LLC,PRINTREE LLC,
192942972,Cloudburst Technologies,Cloudburst Technologies LLC,CLOUDBURST TECHNOLOGIES LLC,
181272209,Enforcement Technology Group,Enforcement Technology Group Inc,ENFORCEMENT TECHNOLOGY GROUP INCORPORATED,
166994863,Computer Projects of Illinois,"Computer Projects of Illinois, Inc.","COMPUTER PROJECTS OF ILLINOIS, INC.",
175204163,FAAC,Faac Incorporated,FAAC INCORPORATED,
868095969,Logicube,"Logicube, Inc.",LOGICUBE CORPORATION,
830363177,Federal Defense Solutions,"Federal Defense Solutions, Inc.","FEDERAL DEFENSE SOLUTIONS, INC.",
120840798,Twentyeighty Strategy Execution,"Twentyeighty Strategy Execution, Inc.","TWENTYEIGHTY STRATEGY EXECUTION, INC.",
75961300,Cannon IV,"Cannon IV, LLC","CANNON IV, INC.",
831301762,MSAB,Msab Incorporated,MSAB INCORPORATED,
144376696,Pacific Datacom Systems,Pacific Datacom Systems Inc.,PACIFIC DATACOM SYSTEMS INC.,
33638016,Alexander Electric Co.,Alexander Electric Co.,ALEXANDER ELECTRIC CO.,
787800114,General Dynamics Mission Systems,"General Dynamics Mission Systems, Inc.","GENERAL DYNAMICS MISSION SYSTEMS, INC",
157597522,Integrated Exhibits,Integrated Exhibits Inc,INTEGRATED EXHIBITS INC,
949171268,Recall Technologies,"Recall Technologies, Inc.","RECALL TECHNOLOGIES, INC.",
137200726,CJEN,Cjen Inc.,CJEN INC.,
65717948,Delitor,Delitor Inc.,DELITOR INC,
780519752,Foster Products,"Foster Products, Inc.","FOSTER PRODUCTS, INC.",
790637545,Marden Electric,Marden Electric L.L.C.,MARDEN ELECTRIC L.L.C.,
5080650,Lafayette Instrument Company,"Lafayette Instrument Company, Inc.",LAFAYETTE INSTRUMENT COMPANY INC,
197071892,Hunter Systems Group,Hunter Systems Group Inc.,"HUNTER SYSTEMS GROUP, INC.",
946075330,Flytecomm,"Flytecomm, Inc. ","FLYTECOMM, INC.",www.flytecomm.com
167960462,SPS Industrial,SPS Industrial Inc.,SPS INDUSTRIAL INC.,
88605787,Club Car,"Club Car, LLC","CLUB CAR, LLC",
139137983,Jack Knelly’S Office Furniture Specialties,"Jack Knelly’s Office Furniture Specialties, Inc.","JACK KNELLY'S OFFICE FURNITURE SPECIALTIES, INC.",
965431047,Wabana Group,Wabana Group LLC,WABANA GROUP LLC,
844960232,Varner Miller Lori,Varner Miller Lori,VARNER MILLER ASSOCIATES,
151288037,BRMI Consulting,"Brmi Consulting, Inc.","BATTLE RESOURCE MANAGEMENT, INC.",
176091424,Shred-It USA,Shred-It USA LLC,SHRED-IT USA INC.,
961404241,Universal Language Corporation,UNIVERSAL LANGUAGE CORPORATION,UNIVERSAL LANGUAGE CORPORATION,http://www.unilangcorp.org/
82894929,M-Pak,"M-Pak, Inc.","M-PAK, INC.",
602938771,Peraton,Peraton Inc.,HARRIS IT SERVICES CORPORATION,
737341631,G4S PLC,G4S PLC,G4S PLC,
14127109,Deloitte,Deloitte LLP,DELOITTE LLP,
382014330,Capgemini,CAPGEMINI,CAP GEMINI,
69586055,Ahtna,"Ahtna, Incorporated",AHTNA INCORPORATED,http://ahtna-inc.com/
210244596,Relx PLC,RELX PLC,RELX INC.,
236960576,Luxfer Holdings PLC,LUXFER HOLDINGS PLC,LUXFER MAGTECH INC.,
940825334,Contract Furnishings,"Contract Furnishings, Inc.",CONTRACT FURNISHINGS INC.,
42630900,Takkt America Holding,"Takkt America Holding, Inc.",NATIONAL BUSINESS FURNITURE LLC,
79253761,NANA Regional Corporation,"Nana Regional Corporation, Inc.,",NANA REGIONAL CORPORATION INC,
230792756,Relx Group PLC,RELX GROUP PLC,RELX INC.,
1307636,Brunswick Corporation,Brunswick Corporation,BRUNSWICK CORPORATION,
161906193,Government of the United States,Government of The United States,GOVERNMENT OF THE UNITED STATES,
251100749,The Thomson Company,"Thomson Company Inc, The",WEST PUBLISHING CORPORATION,
80408824,Ucc-KP Investment,"Ucc-Kp Investment, LLC",MARCON INTERNATIONAL INC.,
985594574,Johnson Controls International Public Company,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,JOHNSON CONTROLS INC.,
8898884,L3 Technologies,"L3 Technologies, Inc.",L3 TECHNOLOGIES INC.,
9657602,County of Orange,County of Orange,COUNTY OF ORANGE,
69118289,County of Santa Clara,County of Santa Clara,COUNTY OF SANTA CLARA,
3773603,Casey & Hayes,"Casey & Hayes, Inc.",CASEY & HAYES INC.,
3459047,State of North Carolina,,STATE OF NORTH CAROLINA,
97220180,Gartner,"Gartner, Inc.",GARTNER INC.,
966133477,Constellis Holdings,"Constellis Holdings, LLC",OMNIPLEX WORLD SERVICES CORPORATION,
160610809,The Veritas Capital Fund II,The Veritas Capital Fund II L P,VERITAS CAPITAL FUND II L.P.,
962701632,Innoviss,"Innoviss, Inc.",INNOVISS INC.,
80011988,CSRA,CSRA Inc.,CSRA LLC,
690557624,Kyocera Corporation,KYOCERA CORPORATION,KYOCERA CORPORATION,
611639688,Marlin Equity Partners III,"Marlin Equity Partners III, L.P.",DTC COMMUNICATIONS INC.,
80234851,Hertz Global Holdings,"Hertz Global Holdings, Inc.",DOLLAR THRIFTY AUTOMOTIVE GROUP INC.,
690552815,Konica Minolta,"KONICA MINOLTA, INC.",KONICA MINOLTA HOLDINGS INC.,
79481120,Equus Holdings,"Equus Holdings, Inc",RIMAGE CORPORATION,
1408673,Thermo Fisher Scientific,Thermo Fisher Scientific Inc.,THERMO FISHER SCIENTIFIC INC.,
49591852,Xerox Corporation,Xerox Corporation,XEROX CORPORATION,
690549118,Ricoh Company,"RICOH COMPANY,LTD.",RICOH COMPANY LTD.,
690549662,Canon,CANON INC.,CANON INC.,
41002973,State of New York,,STATE OF NEW YORK,
78411793,Comprehensive Health Holdings,"Comprehensive Health Holdings, Inc.",COMPREHENSIVE HEALTH SERVICES HOLDINGS INC,
150776503,Charter Communications,"Charter Communications, Inc.",TIME WARNER CABLE ENTERPRISES LLC,
7978117,Terteling Holding Company,"Terteling Holding Company, Inc.",TERTELING HOLDING COMPANY INC.,
3133790,Commonwealth of Virginia,Commonwealth of Virginia,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,
90588914,Commercial Centers Management,,COMMERCIAL CENTERS MANAGEMENT INC,
58369562,Ernst & Young,Ernst & Young LLP,ERNST & YOUNG LLP,
627071103,GPV III,"Gpv III, Inc.",POINT BLANK ENTERPRISES INC.,
248503187,Open Text Corporation,Open Text Corporation,GUIDANCE SOFTWARE INC.,
4203337,Harris Corporation,Harris Corporation,HARRIS CORPORATION,
884745530,Amazon.com,"Amazon.com, Inc.",AMAZON.COM INC.,
78857127,ADS Tactical,"ADS Tactical, Inc.",ATLANTIC DIVING SUPPLY INC.,
148301935,Globalstar,"Globalstar, Inc.",GLOBALSTAR INC.,
65320400,State of Arkansas,State of Arkansas,STATE OF ARKANSAS,
408140007,Gemalto,,GEMALTO INC.,
808068253,CDW Corporation,Cdw Corporation,CDW CORPORATION,
533518072,Josef Yakir Investments & Assets,,JOSEF YAKIR INVESTMENTS & ASSETS LTD,
79728394,Vista Outdoor,Vista Outdoor Inc.,VISTA OUTDOOR SALES LLC,
347201258,Grant Thornton International,GRANT THORNTON INTERNATIONAL LIMITED,GRANT THORNTON INTERNATIONAL LTD,
2344208,V.F. Corporation,V.F. Corporation,V. F. CORPORATION,
622692994,Chenega Corporation,Chenega Corporation,CHENEGA CORPORATION,
3141970,Fedex Corporation,Fedex Corporation,FEDEX CORPORATION,
6991681,United Parcel Service,"United Parcel Service, Inc.",UNITED PARCEL SERVICE INC.,
943392522,K’Oyitl’ots’ina,"K’Oyitl’ots’ina, Limited",K'OYITL'OTS'INA LIMITED,
82193277,Pelican Products,"Pelican Products, Inc.",PELICAN PRODUCTS INC.,
298452707,Serco Group PLC,SERCO GROUP PLC,SERCO GROUP PLC,
14784388,Cerberus Capital Management,,CERBERUS CAPITAL MANAGEMENT L.P.,
20256798,The Aleut Corporation,The Aleut Corporation,ARS ALEUT CONSTRUCTION LLC,
71088637,Vermont State Colleges,Vermont State Colleges,VERMONT STATE COLLEGES,
6552483,Demco,"Demco, Inc.",DEMCO INC.,http://www.demco.com
824878086,Tucson Hotels,Tucson Hotels LP,ATRIUM HOTELS L.P.,
601839660,Dell Technologies,Dell Technologies Inc.,DENALI HOLDING INC,
78570513,Unicom Global,"Unicom Global, Inc.",UNICOM GOVERNMENT INC.,
49159957,Arrow Electronics,"Arrow Electronics, Inc.",ARROW ELECTRONICS INC.,
710060653,Fronteo,"FRONTEO, INC.",TECHLAW SOLUTIONS INC.,
79720068,DLT Mergerco,Dlt Mergerco LLC,DLT MERGERCO LLC,
808284181,Avaya Holdings,Avaya Holdings Corp.,SIERRA HOLDINGS CORP.,
876868563,Westwind Computer Products,"Westwind Computer Products, Inc.",WESTWIND COMPUTER PRODUCTS INC.,
784964426,Hawaiian Telcom Holdco,"Hawaiian Telcom Holdco, Inc.",HAWAIIAN TELCOM HOLDCO INC.,
690536925,Sharp Corporation,SHARP CORPORATION,SHARP CORPORATION,
68678788,DLH Holdings,Dlh Holdings Corp.,DLH HOLDINGS CORP.,
964725688,Booz Allen Hamilton Holding Corporation,Booz Allen Hamilton Holding Corporation,BOOZ ALLEN HAMILTON HOLDING CORPORATION,
80198742,Fortive Corporation,Fortive Corporation,FLEET MANAGEMENT SOLUTIONS INC.,
1673920,McKinsey & Company,,MCKINSEY & COMPANY INC.,
1969443,State of Maryland,State of Maryland,STATE OF MARYLAND,
73370843,San Diego Association of Governments,San Diego Association of Governments,SAN DIEGO ASSOCIATION OF GOVERNMENTS,
791072197,Aramark,Aramark,ARAMARK HOLDINGS CORPORATION,
52089695,Afognak Native Corporation,Afognak Native Corporation,AFOGNAK NATIVE CORPORATION,
2537595,State of Texas,State of Texas,STATE OF TEXAS,
1863794,Pricewaterhousecoopers,Pricewaterhousecoopers LLP,PRICEWATERHOUSECOOPERS LLP,
19723535,Unifirst Corporation,Unifirst Corporation,UNIFIRST CORPORATION,
40179749,County of Bonner,County of Bonner,COUNTY OF BONNER,
60052750,County of Latah,County of Latah,COUNTY OF LATAH,
861422434,Laboratory Corporation of America Holdings,Laboratory Corporation of America Holdings,LABORATORY CORPORATION OF AMERICA HOLDINGS,
68034438,Town of Islip,Town of Islip,TOWN OF ISLIP,
9581646,County of San Diego,County of San Diego,COUNTY OF SAN DIEGO,
75295832,City of Long Beach,City of Long Beach,CITY OF LONG BEACH,
63811350,County of Kern,County of Kern,COUNTY OF KERN,
4534830,State of Connecticut,State of Connecticut,STATE OF CONNECTICUT,
824891477,Hig Capital Management,"Hig Capital Management, Inc.",LIONBRIDGE GLOBAL SOLUTIONS II INC.,
68668805,HDR,"Hdr, Inc.",H.D.R. INC.,
143630502,NC4,Nc4 Inc.,NC4 INC.,
