award_id_piid,current_total_value_of_award,potential_total_value_of_award,recipient_name,recipient_parent_name,recipient_congressional_district,primary_place_of_performance_state_name,award_type,product_or_service_code_description,naics_description,domestic_or_foreign_entity,alaskan_native_owned_corporation_or_firm,american_indian_owned_business,indian_tribe_federally_recognized,native_hawaiian_owned_business,tribally_owned_business,woman_owned_business,women_owned_small_business,economically_disadvantaged_women_owned_small_business,joint_venture_women_owned_small_business,joint_venture_economic_disadvantaged_women_owned_small_bus,minority_owned_business,subcontinent_asian_asian_indian_american_owned_business,asian_pacific_american_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,other_minority_owned_business,,financial_year,veteran_owned_business,service_disabled_veteran_owned_business
HSCEMD17F00264,4454.44,4454.44,GPS INTELLIGENCE LLC,GPS INTELLIGENCE LLC,6,TEXAS,DELIVERY ORDER,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEMS16P00009,4475,4475,POTOMAC FORUM LTD,POTOMAC FORUM LTD,6,MARYLAND,PURCHASE ORDER,EDUCATION/TRAINING- GENERAL,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,t,f
HSCEMD17F00249,4489,4489,F C I TECH INC.,F C I TECH INC.,8,NEW YORK,DELIVERY ORDER,"MECHANICAL PRESSES, POWER DRIVEN","PHOTOGRAPHIC FILM, PAPER, PLATE, AND CHEMICAL MANUFACTURING",U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,t,,2017,f,f
HSCEMD17J00018,4527,4527,"MOTOROLA SOLUTIONS, INC.",MOTOROLA INC,3,MISSOURI,DELIVERY ORDER,"RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE",RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCETE16P00021,4528.6,4528.6,ALEXANDER ELECTRIC CO.,ALEXANDER ELECTRIC CO.,2,GEORGIA,PURCHASE ORDER,INFORMATION TECHNOLOGY COMPONENTS,OTHER COMPUTER RELATED SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCEMD17P00049,4537,4537,CUMMINS-ALLISON CORP.,CUMMINS-ALLISON CORP.,10,NEW YORK,PURCHASE ORDER,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)",OFFICE EQUIPMENT MERCHANT WHOLESALERS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCETE16P00003,4544,4544,VALDATA TELECOM,VALDATA TELECOM,2,TEXAS,PURCHASE ORDER,TELEPHONE AND TELEGRAPH EQUIPMENT,TELEPHONE APPARATUS MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,,2017,f,f
HSCEMD17P00118,4560,14400,CENTRAL PARKING CORPORATION,STANDARD PARKING CORPORATION,5,CALIFORNIA,PURCHASE ORDER,LEASE/RENTAL OF PARKING FACILITIES,PARKING LOTS AND GARAGES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
70CMSD18FR0000058,4570.52,4570.52,"KUSAR COURT REPORTERS & LEGAL SERVICES,INC.",KUSAR COURT REPORTERS & LEGAL SERVICES INC.,47,OREGON,DELIVERY ORDER,SUPPORT- ADMINISTRATIVE: COURT REPORTING,TEMPORARY HELP SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEOP07F00511,4595.41,4595.41,"SECURITYHUNTER, INC.",SECURITYHUNTER  INC.,7,TEXAS,DELIVERY ORDER,COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEMS17F00068,4602.88,4602.88,"FISKARS BRANDS, INC.",FISKARS OYJ ABP,1,OREGON,DELIVERY ORDER,SAFETY AND RESCUE EQUIPMENT,ALL OTHER LEATHER GOOD MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEDM17F00086,4650.22,4650.22,BAHFED CORP,BAHFED CORP,3,TEXAS,DELIVERY ORDER,CLEANING AND POLISHING COMPOUNDS AND PREPARATIONS,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,,2017,t,f
HSCEMD16P00079,4665,4665,"GULF BREEZE PROPERTIES, II L.L.C.",GULF BREEZE PROPERTIES  II L.L.C.,4,MISSISSIPPI,PURCHASE ORDER,MAINTENANCE OF OFFICE BUILDINGS,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCEMS16P00027,4683.4,4683.4,JACQUES CATERING OF NY INC,JACQUES CATERING OF NY INC,11,NEW YORK,PURCHASE ORDER,"FOOD COOKING, BAKING, AND SERVING EQUIPMENT",CATERERS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCEMD16P00019,4700,4700,"SIS GLOBAL SOLUTIONS, LLC",SIS GLOBAL SOLUTIONS  LLC,,DISTRICT OF COLUMBIA,PURCHASE ORDER,"HEADSETS, HANDSETS, MICROPHONES AND SPEAKERS",TRANSLATION AND INTERPRETATION SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,,2016,f,f
HSCEDM16F00039,4727.7,4727.7,ACORN OFFICE PRODUCTS LLC,ACORN OFFICE PRODUCTS  LLC,11,NEW JERSEY,DELIVERY ORDER,OFFICE FURNITURE,OFFICE MACHINERY MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
70CMSW18P00000021,4738.45,4738.45,"VARIDESK, LLC",VARIDESK LLC,24,TEXAS,PURCHASE ORDER,OFFICE FURNITURE,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCECR16F00007,4770,4770,NYP CORP,NYP CORP.,8,NEW JERSEY,DELIVERY ORDER,BAGS AND SACKS,VITREOUS CHINA PLUMBING FIXTURE AND CHINA AND EARTHENWARE BATHROOM ACCESSORIES MANUFACTURING,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCEMR15F00004,4780.47,4780.47,"HAWORTH, INC",HAWORTH INTERNATIONAL LTD.,2,DISTRICT OF COLUMBIA,DELIVERY ORDER,OFFICE FURNITURE,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEDM16P00047,4795.33,4795.33,"SHIFFLER EQUIPMENT SALES, INC.",SHIFFLER EQUIPMENT SALES  INC.,14,TEXAS,PURCHASE ORDER,MISCELLANEOUS FURNITURE AND FIXTURES,OTHER CONCRETE PRODUCT MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
70CDCR18P00000010,4800,4800,"COMCAST CABLE COMMUNICATIONS, LLC",COMCAST CABLE COMMUNICATIONS LLC,7,GEORGIA,PURCHASE ORDER,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,CABLE AND OTHER SUBSCRIPTION PROGRAMMING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17P00110,4800,14400,"VENTURA, COUNTY OF",COUNTY OF VENTURA,26,CALIFORNIA,PURCHASE ORDER,LEASE/RENTAL OF RECREATIONAL BUILDINGS,ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION,OTHER U.S. ENTITY (E.G. GOVERNMENT),f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEMD16P00066,4800,4800,LUELLA NELSON,LUELLA NELSON,3,CALIFORNIA,PURCHASE ORDER,SUPPORT- PROFESSIONAL: LEGAL,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",U.S. OWNED BUSINESS,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,,2016,f,f
70CMSW18P00000035,4820.2,4820.2,TUCSON HOTELS LP,ATRIUM HOTELS L.P.,6,SOUTH CAROLINA,PURCHASE ORDER,LEASE/RENTAL OF CONFERENCE SPACE AND FACILITIES,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
70CMSW18P00000032,4838.2,4838.2,TESTEQUITY LLC,TESTEQUITY LLC,26,CALIFORNIA,PURCHASE ORDER,"TACTICAL SETS, KITS, AND OUTFITS",SAW BLADE AND HANDTOOL MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEDM16F00045,4842.76,4842.76,"CAPP, INC.",CAPP  INC.,7,TEXAS,DELIVERY ORDER,PERSONAL TOILETRY ARTICLES,INDUSTRIAL AND PERSONAL SERVICE PAPER MERCHANT WHOLESALERS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCEDM16P00104,4852.08,4852.08,"SHOE CORPORATION OF BIRMINGHAM, INC.",SHOE CORPORATION OF BIRMINGHAM  INC.,7,ALABAMA,PURCHASE ORDER,"FOOTWEAR, MEN'S",FOOTWEAR MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
70CDCR18P00000058,4865,4865,7655762 CANADA INC,7655762 CANADA INC,,TEXAS,PURCHASE ORDER,"ARMOR, PERSONAL",SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS,FOREIGN-OWNED BUSINESS NOT INCORPORATED IN THE U.S.,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD13F00002,4875,4875,"RECONROBOTICS, INC.",RECONROBOTICS  INC.,3,TEXAS,DELIVERY ORDER,COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEMD16P00065,4884.98,4884.98,"SUPREME SECURITY SYSTEMS, INC.",SUPREME SECURITY SYSTEMS  INC.,10,NEW JERSEY,PURCHASE ORDER,"MAINT/REPAIR/REBUILD OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCETC16J00031,4899.78,4899.78,"RED RIVER COMPUTER CO., INC.",RED RIVER COMPUTER CO.  INC.,2,NEW HAMPSHIRE,DELIVERY ORDER,INFORMATION TECHNOLOGY COMPONENTS,OTHER COMPUTER RELATED SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
70CDCR18FR0000019,4906.8,4906.8,PREMIER & COMPANIES INC.,PREMIER SUPPLIES USA INC.,10,TEXAS,DELIVERY ORDER,"BROOMS, BRUSHES, MOPS, AND SPONGES",HARDWARE MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
70CTD018P00000004,4922.8,4922.8,DELL MARKETING L.P.,DENALI HOLDING INC,31,TEXAS,PURCHASE ORDER,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES,OTHER COMPUTER RELATED SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD09F00020,4940,24700,SHRED-IT USA INC.,SHRED-IT USA INC.,6,TEXAS,DELIVERY ORDER,SUPPORT- ADMINISTRATIVE: PAPER SHREDDING,ALL OTHER INDUSTRIAL MACHINERY MANUFACTURING,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2014,f,f
70CMSW18FR0000022,4950,4950,"CORONADO DISTRIBUTION COMPANY, INC.",CORONADO DISTRIBUTION COMPANY INC.,51,CALIFORNIA,DELIVERY ORDER,BOOKS AND PAMPHLETS,HARDWARE STORES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,,2018,t,t
HSCEMS16P00011,4958,4958,BOVARD INC,BOVARD INC,9,PENNSYLVANIA,PURCHASE ORDER,"MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCETE17P00074,4970.36,4970.36,B & H FOTO & ELECTRONICS CORP.,B & H FOTO & ELECTRONICS CORP.,10,DISTRICT OF COLUMBIA,PURCHASE ORDER,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,COMPUTER SYSTEMS DESIGN SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEMS16P00061,4972.48,4972.48,"ACORN OFFICE PRODUCTS, LLC",ACORN OFFICE PRODUCTS LLC,11,NEW JERSEY,PURCHASE ORDER,"PHONOGRAPHS, RADIOS, AND TELEVISION SETS: HOME TYPE","HOUSEHOLD APPLIANCES, ELECTRIC HOUSEWARES, AND CONSUMER ELECTRONICS MERCHANT WHOLESALERS",U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
70CTD018FR0000012,4973.52,4973.52,"INTERACTIVE COMMUNICATIONS SOLUTIONS GROUP, INC.",INTERACTIVE COMMUNICATIONS SOLUTIONS GROUP INC.,4,DISTRICT OF COLUMBIA,DELIVERY ORDER,INFORMATION TECHNOLOGY SOFTWARE,CUSTOM COMPUTER PROGRAMMING SERVICES,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
70CMSD18P00000038,5000,5000,ACAMS INC,ACAMS INC,27,FLORIDA,PURCHASE ORDER,LEASE OR RENTAL OF EQUIPMENT- MISCELLANEOUS,OFFICE ADMINISTRATIVE SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17P00030,5000,5000,B.E. MEYERS & CO. INC.,B.E. MEYERS & CO. INC.,1,WASHINGTON,PURCHASE ORDER,"NIGHT VISION EQUIPMENT, EMITTED AND REFLECTED RADIATION",OPTICAL INSTRUMENT AND LENS MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMR15P00023,5000,5000,"RADVANY, PAUL",RADVANY PAUL,10,NEW YORK,PURCHASE ORDER,EDUCATION/TRAINING- OTHER,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD16P00009,5000,5000,SCALETTA MOLONEY ARMORING CORP,SCALETTA MOLONEY ARMORING CORP,3,ILLINOIS,PURCHASE ORDER,MISCELLANEOUS VEHICULAR COMPONENTS,OTHER MOTOR VEHICLE PARTS MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCEMD17F00091,5000.63,5000.63,"DAIGGER SCIENTIFIC, INC.",DAIGGER SCIENTIFIC INC.,10,FLORIDA,DELIVERY ORDER,SCALES AND BALANCES,LABORATORY APPARATUS AND FURNITURE MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
70CMSW18FR0000052,5032.32,5032.32,"VF IMAGEWEAR, INC.",V. F. CORPORATION,5,TENNESSEE,DELIVERY ORDER,"OUTERWEAR, MEN'S",APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMS17P00060,5095,27040,SMITHMYER ELECTRONICS INC,SMITHMYER ELECTRONICS INC,9,PENNSYLVANIA,PURCHASE ORDER,INSPECTION- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
70CMSD18P00000053,5100,28050,CALLYO 2009 CORP.,CALLYO 2009 CORP.,2,TEXAS,PURCHASE ORDER,IT AND TELECOM- CYBER SECURITY AND DATA BACKUP,TELECOMMUNICATIONS RESELLERS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMS17P00057,5100,5100,"OFFICE DEPOT, INC.",OFFICE DEPOT INC.,3,TEXAS,PURCHASE ORDER,MAINT/REPAIR/REBUILD OF EQUIPMENT- FURNITURE,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEDM17F00091,5159.49,5159.49,"TSRC, INC.",TSRC  INC.,7,VIRGINIA,DELIVERY ORDER,OFFICE SUPPLIES,OFFICE SUPPLIES (EXCEPT PAPER) MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEDM16P00061,5166,5166,"ICS JAIL SUPPLIES, INC.",ICS JAIL SUPPLIES  INC.,17,TEXAS,PURCHASE ORDER,TEXTILE FABRICS,TEXTILE AND FABRIC FINISHING MILLS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCEMD17F00163,5174.28,5174.28,EXXACT CORPORATION,EXXACT CORPORATION,17,CALIFORNIA,DELIVERY ORDER,COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,ELECTRONIC COMPUTER MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,,2018,f,f
70CMSW18P00000031,5253.99,5253.99,"FORBES, INC., C.",FORBES INC. C.,7,VIRGINIA,PURCHASE ORDER,"SIGNS, ADVERTISING DISPLAYS, AND IDENTIFICATION PLATES",ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES),U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEDM17F00089,5258.17,5258.17,MY TONER USA INC.,ALLIED INK CORPORATION,4,TEXAS,DELIVERY ORDER,OFFICE DEVICES AND ACCESSORIES,STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,t,f
HSCEDM16P00024,5275,5275,"R A MECHANICAL & SONS, INC.",R A MECHANICAL & SONS  INC.,8,ILLINOIS,PURCHASE ORDER,INSTALLATION OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,t,f
70CMSD18FR0000114,5300.76,5300.76,"BLUE FISH WORX, L.P.",BLUE FISH WORX L.P.,8,TEXAS,DELIVERY ORDER,MINI AND MICRO COMPUTER CONTROL DEVICES,COMPUTER AND SOFTWARE STORES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17P00123,5305,5305,SQUARE ONE ARMORING SERVICES CO.,SQUARE ONE ARMORING SERVICES CO.,26,FLORIDA,PURCHASE ORDER,PASSENGER MOTOR VEHICLES,MOTOR VEHICLE BODY MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,,2018,f,f
HSCEDM17P00105,5323.04,31105.2,"ARAMARK UNIFORM & CAREER APPAREL, LLC",ARAMARK HOLDINGS CORPORATION,28,CALIFORNIA,PURCHASE ORDER,CLEANING AND POLISHING COMPOUNDS AND PREPARATIONS,LINEN SUPPLY,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCETE17F00037,5328,32529,"EXECUTIVE INFORMATION SYSTEMS,",EXECUTIVE INFORMATION SYSTEMS  LLC,8,DISTRICT OF COLUMBIA,DELIVERY ORDER,INFORMATION TECHNOLOGY SOFTWARE,ELECTRONIC COMPUTER MANUFACTURING,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEDM17P00107,5331.28,5331.28,"CRESCENT PRODUCTS, INC.",CRESCENT PRODUCTS  INC.,6,CALIFORNIA,PURCHASE ORDER,FLOOR COVERINGS,FLOORING CONTRACTORS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCETE12J00084,5395.12,5395.12,CELLCO PARTNERSHIP DBA VERIZON WIRELESS,VERIZON COMMUNICATIONS INC.,7,DISTRICT OF COLUMBIA,BPA CALL,SUPPORT- PROFESSIONAL: COMMUNICATIONS,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD16F00032,5399.46,5399.46,"H. L., DALIS, INC.",H. L.  DALIS  INC.,12,NEW YORK,DELIVERY ORDER,"OPTICAL INSTRUMENTS, TEST EQUIPMENT, COMPONENTS AND ACCESSORIES",OTHER APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCEDM17F00084,5434,5434,A T D-AMERICAN CO,ATD-AMERICAN CO.,13,PENNSYLVANIA,DELIVERY ORDER,BAGS AND SACKS,ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING,,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEMS17J00156,5452.35,5452.35,HECKLER & KOCH DEFENSE INC.,HECKLER & KOCH DEFENSE INC.,10,VIRGINIA,BPA CALL,"GUNS, THROUGH 30MM","SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD16P00073,5501.94,5501.94,"VONHOF, JEANNE M ARBITRATOR AND MEDIATOR",VONHOF JEANNE M ARBITRATOR AND MEDIATOR,5,GEORGIA,PURCHASE ORDER,SUPPORT- PROFESSIONAL: LEGAL,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
70CMSD18FR0000004,5504.5,5504.5,"STRONG GROUP, INC.",STRONG GROUP INC.,6,TEXAS,DELIVERY ORDER,LEATHER,ALL OTHER LEATHER GOOD AND ALLIED PRODUCT MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCETE16F00032,5517.48,5517.48,"US 21, INC.",US 21  INC.,11,VIRGINIA,DELIVERY ORDER,TELEPHONE AND TELEGRAPH EQUIPMENT,CURRENT-CARRYING WIRING DEVICE MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEDM16F00020,5520,5520,STAR POLY BAG INCORPORATED,STAR POLY BAG  INC.,8,NEW YORK,DELIVERY ORDER,BAGS AND SACKS,PLASTICS BAG MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,t,,2016,f,f
HSCEDM14P00105,5550,5550,COUNTY OF LANE,COUNTY OF LANE,4,OREGON,PURCHASE ORDER,RECREATIONAL AND GYMNASTIC EQUIPMENT,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,OTHER U.S. ENTITY (E.G. GOVERNMENT),f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
70CTD018P00000010,5555,5555,"VOUND COLORADO, LTD.",VOUND COLORADO LTD.,2,PUERTO RICO,PURCHASE ORDER,INFORMATION TECHNOLOGY SOFTWARE,COMPUTER FACILITIES MANAGEMENT SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
70CDCR18P00000042,5563.03,5563.03,FEDERAL CONTRACTS CORP,FEDERAL CONTRACTS CORP,14,CALIFORNIA,PURCHASE ORDER,PASSENGER MOTOR VEHICLES,"MOTORCYCLE, ATV, AND ALL OTHER MOTOR VEHICLE DEALERS",U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,t,t
HSCEMS17P00062,5583.76,5583.76,ROSAMILIA BUILDERS,ROSAMILIA BUILDERS,9,PENNSYLVANIA,PURCHASE ORDER,MAINT/REPAIR/REBUILD OF EQUIPMENT- MISCELLANEOUS,ALL OTHER SPECIALTY TRADE CONTRACTORS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,t,f
70CDCR18FR0000016,5584.46,5584.46,"NATIONAL BUSINESS FURNITURE, LLC",NATIONAL BUSINESS FURNITURE LLC,5,WISCONSIN,DELIVERY ORDER,OFFICE FURNITURE,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
