detloc,state,source,author,title,description,url
"RGRNDTX","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER","Hearing set on immigration misdemeanor cases","McALLEN — A federal judge is expected to hold a hearing today regarding a policy affecting defendants with misdemeanors for crossing into the country illegally.","https://www.themonitor.com/news/immigration/article_90ce24dc-74fa-11e8-80e7-2fcd19701625.html"
"RGRNDTX","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER","Federal judge defers ruling on family separations after executive order","McALLEN — A federal judge here deferred to rule on an order that would keep children of parents charged with a misdemeanor from being separated after a change of policy from the Trump administration.","https://www.themonitor.com/news/local/article_061bc908-7594-11e8-bb83-2bd328e22da6.html"
"RGRNDTX","Texas","Themonitor.com","MOLLY SMITH | STAFF WRITER","Fleeing violence and corruption, Hondurans with nowhere else to go seek new lives in US","McALLEN — Facing threats of gang violence, Yaritza Mejia and her two young daughters fled San Pedro Sula, Honduras, in May 2017 and embarked on a year-long journey to a place where they could start over: the United States.","http://www.themonitor.com/news/immigration/article_af8ad720-4058-11e8-89c7-8b2ac0e5b25f.html"
"RGRNDTX","Texas","Themonitor.com","MARK MORENO | THE MONITOR","Cyclists, runners assist in hopeful humanitarian effort","McALLEN – ‘Suenos Americanos’, Todos Somos Inmigrantes (American dreams; we’re all immigrants) was a phrase coined for Sunday’s second annual Ride for Hope to describe the immigrants making their way to the United States.","https://www.themonitor.com/news/local/article_c7578d2a-6d22-11e8-b4c2-2fe765a6a6e4.html"
"RGRNDTX","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER Follow @lorenzozazueta !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","Possible policy change brewing","McALLEN — A decision that would alter U.S. Border Patrol’s current process of separating children from their parents or guardians may come as early as Thursday.","https://www.themonitor.com/news/immigration/article_69ea77ea-7111-11e8-bdfd-379cdc16a9b9.html"
"RGRNDTX","Texas","Themonitor.com","NOMAAN MERCHANT and COLLEEN LONG | THE ASSOCIATED PRESS","Trump's immigration order sparks confusion, deep concern","EDINBURG — President Donald Trump's reversal of a policy separating migrant families at the Mexico border sparked confusion over how the new guidelines will play out and deep concern that the changes don't go far enough, allowing children to still…","https://www.themonitor.com/news/local/article_9694bc5a-7559-11e8-bd45-334733ef51ae.html"
"RGRNDTX","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER","Pleas for compassion mount as US lawmakers, protesters deride border separations","McALLEN — Shirley Ramos didn’t realize Sunday afternoon that she was about to be separated from her young child.","https://www.themonitor.com/news/local/article_56a2e3c0-729c-11e8-9ef8-73c4fe5d246b.html"
"RGRNDTX","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER","Alarmed by family separations, O’Rourke urges end to ‘zero tolerance’ during tour of immigration facilities","HIDALGO — U.S. Rep. Beto O’Rourke, D-El Paso, got a first-hand look here on Monday of what he refers to as a humanitarian crisis: the detaining of immigrants and the separation of their families as part of the Trump Administration’s…","https://www.themonitor.com/news/local/article_349b870e-6e01-11e8-982f-8bc4ea751f94.html"
"RGRNDTX","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER","Congressman Vela criticizes stopgap deal; remains committed to Dreamers","Not everyone was happy about a deal that ended a three-day shutdown of the government Monday night.","http://www.themonitor.com/news/local/article_68dd4e78-00b8-11e8-abeb-f7130858f233.html"
"RGRNDTX","Texas","Themonitor.com","NOMAAN MERCHANT and ANITA SNOW | THE ASSOCIATED PRESS","'Papa! Papa!' Audio of children stokes rage over separation",null,"https://www.themonitor.com/news/local/article_c275939c-73d5-11e8-9b5a-17f66f2179dc.html"
"RGRNDTX","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER","A rally for Santa Ana","ALAMO — More than 600 people gathered to celebrate the legacy of an historic refuge and simultaneously protest what environmentalists say is the federal government’s bid to irreparably damage it.","http://www.themonitor.com/news/local/article_4b460dbc-03c6-11e8-b66a-9f3d5377c791.html"
"RGRNDTX","Texas","Themonitor.com","BIANCA MUJICA | STAFF WRITER","Activists fast, pray for end to separation program","In reaction to the Trump administration’s “zero-tolerance” policy that led to the separation of immigrant families, the local chapter of the civil rights organization LUPE is leading a nearly monthlong hunger strike and prayer chain called Break Bread, Not Fa…","https://www.themonitor.com/news/immigration/article_c0260ca6-7ceb-11e8-a2df-d3316a0e60d9.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","MITCHELL FERMAN | STAFF WRITER","Community garden, new fire station at crossroads","McALLEN — Despite city commissioners voting earlier this month to build a new Fire Station No. 2, the plans have hit a snag.","http://www.themonitor.com/news/local/article_f210038c-d3dd-11e7-b8e0-4bd3771f8e6c.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","STAFF REPORT","Warming station to open tonight in Weslaco","The latest on local weather-related delays, postponements, etc. as the temperatures begin to drop in the Rio Grande Valley:","http://www.themonitor.com/news/local/article_9ad7f312-fadf-11e7-ae89-63f3babb5674.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","MITCHELL FERMAN | STAFF WRITER Follow @mitchellferman !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","McAllen moves on new fire station, parks and rec building","McALLEN — The first steps in building a new parks and recreation building and Fire Station No. 2 are underway.","http://www.themonitor.com/news/local/article_b2dc0620-c9b5-11e7-b1f6-5f7f89ad8439.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","STAFF REPORT","McAllen municipal court to offer amnesty program","McALLEN — From Oct. 2 to Nov. 3, the city of McAllen Municipal Court will offer amnesty for those who have failed to appear in court.","http://www.themonitor.com/news/local/article_d5f1ff48-a543-11e7-9163-9fd618a10e49.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","MOLLY SMITH | STAFF WRITER","McAllen police investigating credit card skimming scheme","McALLEN — Two Cuban nationals were arrested late last month for allegedly stealing thousands of dollars from McAllen residents by planting credit card skimming devices inside gas pumps across the city.","http://www.themonitor.com/news/local/article_0b1d0cf8-5d68-11e8-bab2-ef8bf39ce9c8.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","BERENICE GARCIA | STAFF WRITER","Authorities investigating grenade brought to Mission police station","A grenade brought to the Mission Police Department is currently under investigation, according to Assistant Fire Chief Robert Alvarez.","http://www.themonitor.com/news/local/article_06134c1a-0dcf-11e8-9786-c3875a362666.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","ROCIO VILLALOBOS | STAFF WRITER","Library gives away hundreds of books for holiday promoting literacy","McALLEN— The McAllen Public Library is doing its part to ensure the nation be placed in sound hands.","http://www.themonitor.com/news/local/article_22646bee-4c16-11e8-b10d-0f1dbe92a789.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","MITCHELL FERMAN | STAFF WRITER Follow @mitchellferman !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","McAllen resubmits application for humanitarian aid reimbursement","McALLEN — City Commissioners voted Monday to resubmit an application to Gov. Greg Abbott’s office for a $719,000 immigration humanitarian aid reimbursement.","http://www.themonitor.com/news/local/article_20212228-b9ef-11e7-b0d4-03eac9eb922a.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER Follow @lorenzozazueta !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","Missouri woman sentenced to federal prison in meth smuggling case","McALLEN — When Guadalupe Alvarado was hired to transport meth from Mexico to Missouri, the Missouri woman said she was promised $10,000.","http://www.themonitor.com/news/local/article_4a5d788c-cb49-11e7-98be-8ffbae2bf1ac.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","J. EDWARD MORENO | STAFF WRITER","Woman pleads guilty to smuggling meth","McALLEN — A Fort Worth woman pleaded guilty to one count of importing a controlled substance Tuesday.","http://www.themonitor.com/news/local/article_85ab6234-37bc-11e8-900c-f32907631ba3.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER Follow @lorenzozazueta !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","New charges for current and former police officers","McALLEN — One former police officer and one who remains on administrative leave are expected back in federal court Thursday as they face new federal charges.","http://www.themonitor.com/news/local/article_124c9cbe-095d-11e8-8947-43d53d0f6d92.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","MITCHELL FERMAN | STAFF WRITER Follow @mitchellferman !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","Community voices opposition to potential changes at community garden","McALLEN — An 11-year-old walked up to the podium inside city commission chambers Monday, trying to get a group of elected officials at least 30 years older to understand something valuable to him and his neighbors.","http://www.themonitor.com/news/local/article_09306aae-e089-11e7-a460-af1768676ed5.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER Follow @lorenzozazueta !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","Jurors come to split decision in San Juan officers’ drug trial","McALLEN — Jurors in the federal trial against two San Juan police officers came to a split decision during its sixth day Monday, according to court records.","http://www.themonitor.com/news/local/article_7b16a7d6-e535-11e7-8615-3b8f9d83541a.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER Follow @lorenzozazueta !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","Mission men admit to roles in meth sale","McALLEN — Two Mission men each pleaded guilty to a federal drug charge in connection with the sale of meth last April.","http://www.themonitor.com/news/local/article_cadb4008-37b8-11e8-87bb-833a1821bb81.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER","Trial begins for former, current San Juan cops","McALLEN — Testimony got underway Wednesday in the trial of one current and one former San Juan police officer accused in a conspiracy to steal cocaine.","http://www.themonitor.com/news/local/article_7f133408-540c-11e8-9b9c-9398eae093b7.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER","Man involved in ripping off drug cartel testifies","McALLEN — Jurors heard testimony Thursday detailing how an SUV ended up in an orchard in San Juan during day two of a cocaine conspiracy trial.","http://www.themonitor.com/news/local/article_612bb73c-54c8-11e8-ab68-433681a76bb0.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","CRISTINA M. GARCIA | STAFF WRITER","Donna fire station to be expanded","DONNA — City officials broke ground Tuesday for an expansion of the fire department.","http://www.themonitor.com/news/local/article_7acb0716-b481-11e7-a7e0-5376540a4d39.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER","Closing arguments expected in ex-cop’s trial","McALLEN — Closing arguments in a trial related to a cocaine conspiracy could come as early as Tuesday.","http://www.themonitor.com/news/local/article_00267c12-57f0-11e8-b6f7-070828243754.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","BERENICE GARCIA | STAFF WRITER Follow @Berenice__G !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","Valley banker promoted to CEO of border, coastal markets for BBVA","McALLEN — A Rio Grande Valley-based banker was recently promoted to oversee BBVA Compass’s coastal and border regions.","http://www.themonitor.com/news/local/article_2784ffb0-f812-11e7-8000-3b772fb9abac.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","MITCHELL FERMAN | STAFF WRITER","Sources: Vice President Pence to tour US-Mexico border in Rio Grande Valley","McALLEN — Vice President Mike Pence is scheduled to tour the U.S.-Mexico border in the Rio Grande Valley on Friday, according to four sources familiar with the plans.","http://www.themonitor.com/news/local/article_e0dd0102-10e4-11e8-a82c-df139e9c9ea0.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","BY MITCHELL FERMAN | STAFF WRITER","Sources: Vice President Pence to tour US-Mexico border in Rio Grande Valley","McALLEN — Vice President Mike Pence is scheduled to tour the U.S.-Mexico border in the Rio Grande Valley on Friday, according to four sources familiar with the plans.","http://www.themonitor.com/news/article_e0dd0102-10e4-11e8-a82c-df139e9c9ea0.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","MITCHELL FERMAN | STAFF WRITER Follow @mitchellferman !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","House Judiciary Committee members latest from Congress to visit Rio Grande Valley","McALLEN — Two days before House Speaker Paul Ryan visited the Rio Grande Valley for a fundraiser last week, a congressional delegation toured the region.","http://www.themonitor.com/news/local/article_22f751ea-bac4-11e7-bf53-237f309376b5.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER","Jurors shown bodycam footage of cocaine seizure","McALLEN — Jurors were shown camera footage from the aftermath of a crash in an orchard involving an SUV loaded with cocaine.","http://www.themonitor.com/news/local/article_1cd03dec-5595-11e8-a93f-5334a94c51e5.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER","Government again fails to get conviction in officers’ cocaine conspiracy case","McALLEN — For the second time in six months, the government failed to secure a conviction of two police officers accused of stealing sham cocaine.","http://www.themonitor.com/news/local/article_3d349fa6-5a0e-11e8-8b6a-331ae884bb5a.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER","Lengthy sentences for Edinburg couple involved in sex trafficking teens","McALLEN — A common law wife and husband were sentenced Tuesday for their roles in the sex trafficking of two teens from Louisiana.","http://www.themonitor.com/news/local/article_e8579c0c-53a2-11e8-8456-137b908f8163.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","MITCHELL FERMAN | STAFF WRITER Follow @mitchellferman !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","As stream of immigrants fluctuates, under-resourced humanitarian respite center copes","McALLEN — Next to the worn bar of soap on the floor of the cramped shower stall lay an empty Department of Homeland Security-issued plastic bag the size of a rectangular tissue box. “G-77” was sharpied on the side, which…","http://www.themonitor.com/news/local/article_bafd3fae-4057-11e8-b4b6-43de781894e1.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com",null,"CPL retiree recalls president’s visit during Beulah recovery","My name is Ruben Martinez and I was working as an electrical engineer at Central Power and Light in McAllen when Hurricane Beulah hit the Valley in 1967. We had crews throughout the Valley as the storm raged.","http://www.themonitor.com/news/local/article_0fac980c-9b34-11e7-905d-1f62f2392adc.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","MANUEL VALDES | THE ASSOCIATED PRESS","Donations, volunteering surge at border asylum-seeker center","McALLEN — One by one, around Father's Day, the surge of Amazon boxes containing shirts, pants, underwear and many other items began arriving at an asylum-seeker rest center in the border town of McAllen, Texas.","https://www.themonitor.com/news/local/article_bafacb6e-7871-11e8-b38f-6704cbab178d.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","RICK KELLEY | STAFF WRITER","Local unemployment rate continues drop","HARLINGEN — The local jobless rate was down again for March.","http://www.themonitor.com/news/local/article_3af0fd4c-4c72-11e8-90c3-13cba00584f5.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","STAFF REPORT","Hidalgo County urging residents to pay delinquent property taxes to avoid additional fees","The Hidalgo County Tax Assessor & Collector office is encouraging property owners with delinquent balances on their 2017 taxes to pay up by July 2 in order to avoid higher interest and penalties, according to a news release.","https://www.themonitor.com/news/local/article_e06682ae-7acd-11e8-9a7f-fbf8635d57b4.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","DANYA PEREZ-HERNANDEZ | STAFF WRITER Follow @DanyaPH !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","Participation sought in water conservation survey","McALLEN — Agricultural producers and irrigation district managers from around the Rio Grande Valley are being asked to participate in a survey as a first step in developing a water conservation plan in upcoming years.","http://www.themonitor.com/news/local/article_0c7f17b2-f5bc-11e7-a414-7b4469c2e179.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","MITCHELL FERMAN | STAFF WRITER","McAllen looking for additional respite center facility to help with immigrant overflow","McALLEN — The city is looking for an additional facility to temporarily house the increasing overflow of asylum-seeking immigrants who have been passing through the Catholic Charities-operated humanitarian respite center downtown.","https://www.themonitor.com/news/immigration/article_53ee11b6-7b40-11e8-bc2c-937e1ee572af.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","MOLLY SMITH | STAFF WRITER","Border Patrol pursuit ends in multi-vehicle crash","RIO GRANDE CITY — A Border Patrol pursuit ended Tuesday night here when a vehicle crashed into another car, resulting in a five-car accident that injured 17.","http://www.themonitor.com/news/local/article_eada7d52-cfa2-11e7-9c9c-43c80540984e.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","MITCHELL FERMAN | STAFF WRITER Follow @mitchellferman !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","First snowfall in 13 years delights Valley residents","McALLEN — In terms of snowfalls, what visited the Rio Grande Valley on Friday was merely a dusting. But the late morning flurry, coming during the morning rush hour, energized Valley residents enough to prompt one of them on social…","http://www.themonitor.com/news/local/article_2dab02b4-dc87-11e7-9aab-17897bf1624e.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","MOLLY SMITH | STAFF WRITER","Fleeing violence and corruption, Hondurans with nowhere else to go seek new lives in US","McALLEN — Facing threats of gang violence, Yaritza Mejia and her two young daughters fled San Pedro Sula, Honduras, in May 2017 and embarked on a year-long journey to a place where they could start over: the United States.","http://www.themonitor.com/news/immigration/article_af8ad720-4058-11e8-89c7-8b2ac0e5b25f.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER Follow @lorenzozazueta !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","La Joya couple accused of harboring more than 20 immigrants","McALLEN — An engaged couple from La Joya faces human smuggling charges after being found with more than 20 undocumented immigrants.","http://www.themonitor.com/news/local/article_dd4a4f38-6a01-11e8-8ad8-af02db9de9e5.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER Follow @lorenzozazueta !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","La Joya couple accused of harboring more than 20 immigrants","McALLEN — An engaged couple from La Joya faces human smuggling charges after being found with more than 20 undocumented immigrants.","https://www.themonitor.com/news/local/article_dd4a4f38-6a01-11e8-8ad8-af02db9de9e5.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","J. EDWARD MORENO | STAFF WRITER","Fracking activist tries to gauge power plant emissions","EDINBURG — Sharon Wilson stood in a lecture hall at the University of Texas Rio Grande Valley Tuesday with two side-by-side photos of a local power plant on the projector. What followed were gasps from the roughly 70 students in…","http://www.themonitor.com/news/local/article_4a613120-3494-11e8-95cf-1be51060ceab.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","STAFF REPORT","Two gang members, sex offender arrested by Border Patrol","EDINBURG — Border Patrol agents from the Rio Grande Valley Sector arrested three immigrants with criminal records and gang ties over the last week, according to a U.S. Customs and Border Protection.","http://www.themonitor.com/news/local/article_12e1ea96-b28f-11e7-9bd8-fbc1dbad0041.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","WILL WEISSERT and ELLIOT SPAGAT | THE ASSOCIATED PRESS","At hub for border crossings, families spread throughout US","McALLEN — Manuel Martinez, who fled Honduras because gangs were trying to recruit his 12-year-old son, was prepared to be separated from his child after paying a smuggler to cross the Rio Grande by boat and getting arrested by the…","https://www.themonitor.com/news/local/article_ce26256e-77f2-11e8-91f5-53a2a6e0681d.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","THE ASSOCIATED PRESS","Border gunbattles leave 11 dead in northern Mexico","CIUDAD VICTORIA, Mexico — A running series of gunbattles caused at least 11 deaths in the northern Mexico border state of Tamauilpas, authorities said Monday.","http://www.themonitor.com/news/local/article_cf1f2ab6-b33e-11e7-bb1a-cb7fc2e118bb.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","CRISTINA M. GARCIA | STAFF WRITER","Unified regional bike-sharing program recommended by agency","In an effort to improve mobility and transportation regionally, the Lower Rio Grande Valley Development Council board last month committed to unifying bike-sharing programs in the region.","http://www.themonitor.com/news/local/article_6e1f3844-66d7-11e8-8839-17068bbbd304.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","MITCHELL FERMAN | STAFF WRITER","Cruz, Cornyn joining another wave of Congressional visits amid family separations outrage","U.S. Sens. John Cornyn and Ted Cruz will join more than 25 members of Congress this weekend on another visit to the Rio Grande Valley as President Donald Trump’s “zero-tolerance” policy continues to fill immigrant holding facilities along the U.S.-Mexico…","https://www.themonitor.com/news/immigration/article_00f244a2-74f9-11e8-a36f-9ba49a93c627.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","ROCIO VILLALOBOS | STAFF WRITER","42nd annual BorderFest recognizes Spain, features expansive roster of entertainment","Considered the biggest international festival in South Texas, BorderFest returns for its 42nd year and “as always,” said Raziel Cano, marketing director for the State Farm Arena, “it grows bigger and better.”","http://www.themonitor.com/news/local/article_eb196836-0b03-11e8-9fa3-fbe39f6dfddd.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","TRAVIS M. WHITEHEAD | STAFF WRITER","Roma to Japan: Rio Grande Valley native travels the globe in the Navy","HARLINGEN — She was a small-town girl with big dreams, and she followed them, to Okinawa, California, New Orleans, Puerto Rico and beyond.","http://www.themonitor.com/news/local/article_a8eaceae-ff7e-11e7-b7a7-7f76b7e0546b.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","By TRAVIS M. WHITEHEAD | STAFF WRITER","Valley native travels the globe in the Navy","HARLINGEN — She was a small-town girl with big dreams, and she followed them, to Okinawa, California, New Orleans, Puerto Rico and beyond.","http://www.themonitor.com/news/local/article_ea0ffc28-ffe8-11e7-a6af-0bdf1e0e8fd0.html"
"mcallen-station-hildago-texas-48","Texas","Mysanantonio.com","Alexandro Luna, STaff Wrtier","Baboons escape Texas Biomedical Research Institute on far West Side - mySanAntonio.com","mySanAntonio.com Baboons escape Texas Biomedical Research Institute on far West Side mySanAntonio.com One baboon remains on the loose after four escaped from their enclosure at the Texas Biomedical Research Institute on the city's far West Side Saturday after…","https://www.mysanantonio.com/news/local/article/Baboons-escape-Texas-Biomedical-Research-12834941.php"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","STAFF REPORT","Primary Election: Voting information for Hidalgo and Starr counties","ACCEPTABLE FORMS OF VOTER ID","http://www.themonitor.com/news/local/article_190ab4b4-1597-11e8-a590-a778361c0fd5.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER","Border leaders: What's next?","WESLACO — The right thing to do.","https://www.themonitor.com/news/immigration/article_e2ad7f2c-768b-11e8-93a6-83461bfc8c07.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","DANIEL A. FLORES | STAFF WRITER Follow @DFloresRGV !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","Friends raise funds for local meteorologist","When KRGV-TV meteorologist Alan Shoemaker was diagnosed with acute myeloid leukemia in February, colleague and friend Tim Smith knew he had to help.","http://www.themonitor.com/news/local/article_e49694f8-2fd8-11e8-ab24-934f70643f32.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","MITCHELL FERMAN | STAFF WRITER Follow @mitchellferman !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","New Homeland Security Secretary visits RGV during first week on job","HIDALGO — Less than a week after taking office, Homeland Security Secretary Kirstjen Nielsen stood in the shadow of the levee wall here and applied a semblance of finesse to the Trump administration’s tough immigration rhetoric.","http://www.themonitor.com/news/immigration/article_0c26745e-e081-11e7-8dcf-43ba1ca7c7fc.html"
