county,link,name,state,lat,long,geocoded-address,found
New York,http://www.nylj.com/,The New York Law Journal,New York,40.7347484,-73.9943053,"55 5th Ave, New York, NY 10003, USA",Match
New York,http://www.observer.com/,New York Observer,New York,40.7038411,-74.0127412,"1 Whitehall Street 7th Floor, New York, NY 10004, United States",Match
New York,http://www.nypost.com/,New York Post,New York,40.7586113,-73.9822089,"1211 6th Ave, New York, NY 10036, USA",Match
New York,http://www.nytimes.com/,The New York Times,New York,40.7756774,-73.8308158,"1 New York Times Plaza, Flushing, NY 11354, USA",Match
Mattituck,http://www.timesreview.com/newsreview/,The News-Review,New York,40.9800839,-72.5448656,"7785 Main Rd, Mattituck, NY 11952, USA",Match
Melville,http://www.newsday.com/,Newsday,New York,40.7638247,-73.4063398,"235 Pinelawn Rd, Melville, NY 11747, USA",Match
New Gloucester,http://www.newgloucesternews.com,New Gloucester News,Maine,43.9638148,-70.2824951,"3818 Intervale Rd, New Gloucester, ME 04260, USA",Match
Portland,http://www.portland.com/,Portland Press Herald,Maine,43.6401882,-70.3543979,"295 Gannett Dr, South Portland, ME 04106, USA",Match
Belfast,http://www.zwire.com/news/newslist.cfm?brd=1466,The Republican Journal,Maine,44.4261905,-69.0074622,"156 High St, Belfast, ME 04915, USA",Match
Rumford,http://www.rumfordfallstimes.com/,Rumford Falls Times,Maine,44.545105,-70.5459519,"69 Congress St, Rumford, ME 04276, USA",Match
Lewiston,http://www.sunjournal.com/,Sun-Journal,Maine,44.2138144,-70.5438624,"1 Pikes Hill, Norway, ME 04268, USA",Match
Brunswick,http://www.timesrecord.com/,The Times Record,Maine,43.907619,-70.0023961,"3 Business Pkwy, Brunswick, ME 04011, USA",Match
Wiscasset,http://wiscassetnewspaper.maine.com,Wiscasset Newspaper,Maine,43.8548358,-69.6256211,"97 Townsend Ave, Boothbay Harbor, ME 04538, USA",Match
Kennebunk,http://www.coaststar.com/news/yorkstar/,York County Coast Star,Maine,43.081013,-70.8077214,"111 New Hampshire Ave, Portsmouth, NH 03801, USA",Match
York,http://www.yorkweekly.com/news/yorkweekly/,York Weekly,Maine,43.1617483,-70.6482581,"York, ME, USA",Partial Match
Monroe,http://www.thenewsstar.com/news/,The News-Star,Louisiana,32.50661,-92.1178698,"411 N 4th St, Monroe, LA 71201, USA",Match
West Monroe,http://www.theouachitacitizen.com/,The Ouachita Citizen,Louisiana,32.5151245,-92.1731317,"4423 Cypress St, West Monroe, LA 71291, USA",Match
Ponchatoula,http://www.ponchatoula.com/ptimes/,Ponchatoula Times,Louisiana,30.439033,-90.444465,"170 N 7th St, Ponchatoula, LA 70454, USA",Match
Rayne,http://www.acadian-tribune.com/,Rayne Acadian-Tribune,Louisiana,30.2364822,-92.2685431,"108 N Adams Ave, Rayne, LA 70578, USA",Match
Slidell,http://www.slidellsentry.com/,Slidell Sentry-News,Louisiana,30.2751945,-89.7811745,"Slidell, LA, USA",Partial Match
Sulphur,http://www.sulphurdailynews.com,Southwest Daily News,Louisiana,30.2367898,-93.3772317,"120 S Huntington St, Sulphur, LA 70663, USA",Match
Acadiana,http://www.timesofacadiana.com/,The Times,Louisiana,37.09024,-95.712891,United States,Partial Match
Shreveport,http://www.nwlouisiana.com/,The Times,Louisiana,32.5150772,-93.7481389,"401 Market St Suite 1500, Shreveport, LA 71101, USA",Match
New Orleans,http://www.nolalive.com/,The Times-Picayune,Louisiana,29.9512885,-90.0654755,"365 Canal St #3100, New Orleans, LA 70130, USA",Match
Ville Platte,http://www.villeplattegazette.com/,Ville Platte Gazette,Louisiana,30.6889082,-92.277909,"145 Court St, Ville Platte, LA 70586, USA",Match
Eddyville,http://www.heraldledger.com/,Herald Ledger,Kentucky,37.0896727,-88.0856884,"143 Main St, Eddyville, KY 42038, USA",Match
Providence,http://www.journalenterprise.com/,The Journal-Enterprise ,Kentucky,37.3971295,-87.7634675,"100 Walnut St, Providence, KY 42450, USA",Match
Lexington,http://www.kykernel.com/,Kentucky Kernel,Kentucky,38.036853,-84.504562,"026 Grehan Journalism Bldg, Lexington, KY 40508, Lexington, KY 40508, United States",Match
Hopkinsville,http://www.kentuckynewera.com/,Kentucky New Era,Kentucky,36.8518099,-87.4715995,"1618 E 9th St, Hopkinsville, KY 42240, USA",Match
Covington,http://www.kypost.com/,The Kentucky Post,Kentucky,39.047204,-84.5008362,"111 E Southern Ave, Covington, KY 41015, USA",Match
Bardstown,http://www.kystandard.com/,Kentucky Standard,Kentucky,37.8095798,-85.4677319,"110 W Stephen Foster Ave, Bardstown, KY 40004, USA",Match
Lebanon,http://www.lebanonenterprise.com/,Lebanon Enterprise,Kentucky,37.5697868,-85.2527381,"Lebanon, KY 40033, USA",Match
Maysville,http://www.maysville-online.com/,The Ledger-Independent,Kentucky,38.6471885,-83.7619924,"120 Limestone St, Maysville, KY 41056, USA",Match
Vanceburg,http://www.lewiscountyherald.com/,Lewis County Herald,Kentucky,38.6019973,-83.3178348,"187 Main St, Vanceburg, KY 41179, USA",Match
Lexington,http://www.kentuckyconnect.com/heraldleader/,Lexington Herald-Leader,Kentucky,38.0468188,-84.4946871,"Lexington, KY 40507, USA",Match
Louisville,http://www.louisvillecardinal.com/,The Louisville Cardinal,Kentucky,38.2122761,-85.7585023,"2301 S 3rd St, Louisville, KY 40292, USA",Match
Madisonville,http://www.the-messenger.com/,The Messenger,Kentucky,37.3251718,-87.4998627,"221 S Main St, Madisonville, KY 42431, USA",Match
Owensboro,http://www.messenger-inquirer.com/,Messenger-Inquirer,Kentucky,37.7624688,-87.1116547,"1401 Frederica St, Owensboro, KY 42301, USA",Match
Morehead,http://www.moreheadnewsgroup.com/,Morehead News,Kentucky,38.1739641,-83.4377127,"710 W 1st St, Morehead, KY 40351, USA",Match
Hutchinson,http://www.hutchnews.com/,The Hutchinson News,Kansas,38.0551145,-97.9380606,"5211, 300 W 2nd Ave, Hutchinson, KS 67501, United States",Match
Iola,http://www.iolaregister.com/,Iola Register,Kansas,37.9244799,-95.3999814,"Iola, KS 66749, USA",Match
Kansas City,http://www.kansascitykansan.com/,The Kansas City Kansasn,Kansas,39.114053,-94.6274636,"Kansas City, KS, USA",Partial Match
Kansas City,http://www.kcstar.com/,Kansas City Star,Kansas,39.092624,-94.580679,"1729 Grand Blvd, Kansas City, MO 64108, USA",Match
Lawrence,http://www.ljworld.com/,Lawrence Journal-World,Kansas,38.971584,-95.235072,"645 New Hampshire St, Lawrence, KS 66044, USA",Match
Leavenworth,http://www.leavenworthshopper.com/,Leavenworth Chronicle Shopper,Kansas,39.3200233,-94.9151955,"422 Seneca St, Leavenworth, KS 66048, USA",Match
Leavenworth,http://www.leavenworthtimes.com/,The Leavenworth Times,Kansas,39.3111112,-94.9224637,"Leavenworth, KS, USA",Match
McPherson,http://www.mcphersonsentinel.com/,McPherson Sentinel,Kansas,38.3685496,-97.6671344,"116 S Main St, McPherson, KS 67460, USA",Match
Manhattan,http://www.themercury.com/,The Manhattan Mercury,Kansas,39.1822611,-96.5627746,"318 N 5th St, Manhattan, KS 66502, USA",Match
Marion,http://www.marionrecord.com/,Marion County Record,Kansas,38.3474999,-97.0201852,"117 S 3rd St, Marion, KS 66861, USA",Match
Marysville,http://www.mvleadvocate.com/,Marysville Advocate,Kansas,39.8411712,-96.6471874,"107 S 9th St, Marysville, KS 66508, USA",Match
Tonganoxie,http://www.tonganoxiemirror.com/,The Mirror,Kansas,39.1091178,-95.0869367,"520 E 4th St, Tonganoxie, KS 66086, USA",Match
Pittsburg,http://www.morningsun.net/,The Morning Sun,Kansas,37.414283,-94.703479,"701 N Locust St, Pittsburg, KS 66762, USA",Match
Newton,http://thekansan.com/,The Newton Kansan,Kansas,38.0466779,-97.3450365,"Newton, KS, USA",Match
Olathe,http://www.olathedailynews.com/,The Olathe Daily News,Kansas,38.8796779,-94.7879109,"1701 E Cedar St #111, Olathe, KS 66062, USA",Match
Swansboro,http://www.nccoastonline.com/TidelandNews.html,Tideland News,North Carolina,34.6960889,-77.135318,"774 W Corbett Ave, Swansboro, NC 28584, USA",Match
Hendersonville,http://www.hendersonvillenews.com/,Times-News,North Carolina,35.3303258,-82.4465814,"106 Henderson Crossing Plaza, Hendersonville, NC 28792, USA",Match
Hampstead,http://www.topsailvoice.com/,Topsail Voice,North Carolina,34.5512397,-77.9277598,"108 W Wilmington St, Burgaw, NC 28425, USA",Match
Raleigh,http://triangle.bcentral.com/triangle/,Triangle Business Journal,North Carolina,32.7955226,-96.8024541,"2515 McKinney Ave # 100, Dallas, TX 75201, USA",Match
Fayetteville,http://www.zwire.com/site/news.cfm?brd=1147,Up and Coming Magazine,North Carolina,35.058427,-78.879164,"208 Rowan St, Fayetteville, NC 28301, USA",Match
Wake Forest,http://www.wakeweekly.com/,The Wake Weekly,North Carolina,35.9770245,-78.5091158,"229 E Owen Ave, Wake Forest, NC 27587, USA",Match
Boone,http://www.wataugademocrat.com/,Watauga Democrat,North Carolina,36.222425,-81.642685,"474 Industrial Park Dr, Boone, NC 28607, USA",Match
Locust,http://www.weeklypostnc.com/,The Weekly Post,North Carolina,35.2604902,-80.4223073,"212 E Main St, Locust, NC 28097, USA",Match
Wilmington,http://www.wilmingtonstar.com/,Wilmington Morning Star,North Carolina,34.2423878,-77.8936886,"4201 Market St, Wilmington, NC 28403, USA",Match
Wilson,http://www.wilsondaily.com/,The Wilson Daily Times,North Carolina,35.7267046,-77.9115975,"126 Nash St N, Wilson, NC 27893, USA",Match
Winston Salem,http://www.journalnow.com/,Winston-Salem Journal,North Carolina,36.098952,-80.248357,"418 Marshall St N, Winston-Salem, NC 27101, USA",Match
Clinton,http://www.clintonherald.com/,Clinton Herald,Iowa,41.8397374,-90.1896455,"221 6th Ave S, Clinton, IA 52732, USA",Match
Fort Madison,http://www.dailydem.com/,Daily Democrat,Iowa,40.6298128,-91.3204895,"1226 Ave H, Fort Madison, IA 52627, USA",Match
Keokuk,http://www.dailygate.com/,Daily Gate City,Iowa,40.3999452,-91.388144,"1016 Main St, Keokuk, IA 52632, USA",Match
Iowa City,http://www.dailyiowan.com/,The Daily Iowan,Iowa,41.6606506,-91.5388006,"131 Adler Journalism Bldg, Iowa City, IA 52242, USA",Match
Centerville,http://www.zwire.com/news/newslist.cfm?brd=1284,Daily Iowegian,Iowa,40.733646,-92.8732192,"201 N 13th St, Centerville, IA 52544, USA",Match
Council Bluffs,http://www.nonpareilonline.com/,The Daily Nonpareil,Iowa,41.2609037,-95.8511989,"535 W Broadway #300, Council Bluffs, IA 51503, USA",Match
Davenport,http://www.qconline.com/,Davenport Leader,Iowa,41.5236437,-90.5776367,"Davenport, IA, USA",Partial Match
Davenport,http://www.qctimes.com/,Davenport Quad-City Times,Iowa,41.5230148,-90.56704,"500 E 3rd St, Davenport, IA 52801, USA",Match
Des Moines,http://www.dmdiocese.org/latest.htm,Des Moines Catholic Mirror,Iowa,41.5880641,-93.6258173,"601 Grand Ave, Des Moines, IA 50309, USA",Match
Des Moines,http://www.desmoines.com/,Des Moines Today,Iowa,41.6005448,-93.6091064,"Des Moines, IA, USA",Match
North Branch,http://www.ecm-inc.com/news/postreview/,ECM Post Review,Minnesota,45.5105541,-92.9821627,"6241 Main St, North Branch, MN 55056, USA",Match
Eden Prairie,http://www.edenprairienews.com/,Eden Prairie News,Minnesota,44.8576705,-93.4219477,"250 Prairie Center Dr, Eden Prairie, MN 55344, USA",Match
Elk River,http://www.ecm-inc.com/news/elkriver/,Elk River Star News,Minnesota,45.307267,-93.5610421,"506 Freeport Ave, Elk River, MN 55330, USA",Match
Ely,http://www.elyecho.com/,Ely Echo,Minnesota,47.9025137,-91.8664371,"15 E Chapman St, Ely, MN 55731, USA",Match
Dassel,http://www.dcednews.com/,Enterprise Dispatch,Minnesota,45.0764764,-94.1907176,"185 3rd St SW, Cokato, MN 55321, USA",Match
Blue Earth,http://www.fcregister.com/,Faribault County Register,Minnesota,43.6394206,-94.1028641,"125 N Main St, Blue Earth, MN 56013, USA",Match
Faribault,http://www.faribault.com/,Faribault Daily News,Minnesota,44.296444,-93.268878,"514 Central Ave N, Faribault, MN 55021, USA",Match
Minneapolis,http://www.finance-commerce.com/,Finance and Commerce,Minnesota,44.9752301,-93.2705244,"222 S 9th St #2300, Minneapolis, MN 55402, USA",Match
Columbia Heights,http://www.focusnews.com/,Focus News,Minnesota,45.0562189,-93.240009,"1400 49th Ave NE, Columbia Heights, MN 55421, USA",Match
Forest Lake,http://www.forestlaketimes.com/,Forest Lake Times,Minnesota,45.2810687,-92.9848883,"146 Lake St N #125, Forest Lake, MN 55025, USA",Match
Frazee,http://www.frazeeforum.com/frazeeforum/,Frazee Forum,Minnesota,46.7281883,-95.7013028,"112 Main Ave W, Frazee, MN 56544, USA",Match
Mankato,http://www.mankato-freepress.com/,The Free Press,Minnesota,44.1637464,-94.004754,"418 S 2nd St, Mankato, MN 56001, USA",Match
Fulda,http://www.fuldafreepress.com/,Fulda Free Press,Minnesota,43.8705571,-95.6000931,"118 N St Paul Ave, Fulda, MN 56131, USA",Match
Grosse Pointe,http://www.grossepointenews.com/,Grosse Pointe News,Michigan,42.3895628,-82.9169498,"16980 Kercheval Ave, Grosse Pointe, MI 48230, USA",Match
St. Joseph,http://www.heraldpalladium.com/,Herald-Palladium,Michigan,42.0549812,-86.457382,"3450 Hollywood Rd, St Joseph, MI 49085, USA",Match
Holland,http://www.thehollandsentinel.net/news/,Holland Sentinel,Michigan,42.7899317,-86.1100285,"54 W 8th St, Holland, MI 49423, USA",Match
Houghton Lake,http://www.houghtonlakeresorter.com/,Houghton Lake Resorter,Michigan,44.3046691,-84.753414,"248 W Houghton Lake Dr, Houghton Lake, MI 48629, USA",Match
Grosse Ile,http://www.ilecamera.com/,The Ile Camera,Michigan,42.2103689,-83.2238581,"1 Heritage Pl # 100, Southgate, MI 48195, USA",Match
Dundee,http://www.dundeeonline.com/,The Independent,Michigan,41.9570624,-83.6608454,"112 Park Pl, Dundee, MI 48131, USA",Match
Inkster,http://www.micomnews.com/html/inkster.html,Inkster Ledger Star,Michigan,42.2942045,-83.3099303,"Inkster, MI 48141, USA",Partial Match
Brighton,http://www.insiderbiz.com/,Insider Business Journal,Michigan,36.8548283,-76.2899035,"2018, 150 W Brambleton Ave, Norfolk, VA 23510, United States",Match
Jackson,http://ja.mlive.com/,Jackson Citizen Patriot,Michigan,42.2522388,-84.3813738,"1806 E Michigan Ave, Jackson, MI 49202, USA",Match
Kalamazoo,http://kz.mlive.com/news/,Kalamazoo Gazette,Michigan,42.2896344,-85.5834456,"306 S Kalamazoo Mall, Kalamazoo, MI 49007, USA",Match
Kalkaska,http://www.upnorthpub.com/lk.htm,The Kalkaskian,Michigan,44.7377205,-85.1744798,"318 N Cedar St, Kalkaska, MI 49646, USA",Partial Match
Lake Orion,http://observer-eccentric.com/local/Lakeorion/,Lake Orion Eccentric,Michigan,42.7850588,-83.2396675,"30 N Broadway St, Lake Orion, MI 48362, USA",Match
Lansing,http://www.lansingstatejournal.com/,Lansing State Journal,Michigan,42.730972,-84.552562,"300 S Washington Square #300, Lansing, MI 48933, USA",Match
Lapeer,http://www.countypress.com/,The Lapeer County Press,Michigan,43.0464351,-83.2834042,"1521 Imlay City Rd, Lapeer, MI 48446, USA",Match
Leland,http://www.leelanaunews.com/,The Leelanau Enterprise,Michigan,44.9833603,-85.7070353,"7200 E Duck Lake Rd, Lake Leelanau, MI 49653, USA",Match
Danvers,http://www.wickedlocal.com/north/danvers/,Danvers Herald,Massachusetts,42.5565044,-70.9442374,"75 Sylvan St, Danvers, MA 01923, USA",Match
Boston,http://www.dotnews.com/,Dorchester Reporter,Massachusetts,42.3211879,-71.0485696,"150 Mt Vernon St # 560, Dorchester, MA 02125, USA",Match
Duxbury,http://www.duxburyclipper.com/,Duxbury Clipper,Massachusetts,42.0593746,-70.6904656,"1500 Tremont St, Duxbury, MA 02332, USA",Match
Lawrence,http://www.eagletribune.com/,Eagle-Tribune,Massachusetts,42.6769704,-71.1291391,"100 Turnpike St, North Andover, MA 01845, USA",Match
Brockton,http://www.enterprisenews.com/,The Enterprise,Massachusetts,42.0561576,-71.0693882,"1324 Belmont St, Brockton, MA 02301, USA",Match
Everett,http://www.everettindependent.com/,Everett Independent,Massachusetts,42.410139,-71.0120254,"385 Broadway # 105, Revere, MA 02151, USA",Match
Foxboro,http://www.foxbororeporter.com/,Foxboro Reporter,Massachusetts,42.0675328,-71.246066,"36 Mechanic St, Foxborough, MA 02035, USA",Match
Danvers,http://www.wickedlocal.com/georgetown/,Georgetown Record,Massachusetts,42.5565503,-70.944859,"75 Sylvan St # C105, Danvers, MA 01923, USA",Match
Beverly,http://www.gloucestertimes.com/,Gloucester Times,Massachusetts,42.618275,-70.676604,"36 Whittemore St, Gloucester, MA 01930, USA",Match
Danvers,http://www.wickedlocal.com/hamilton/,Hamilton-Wenham Chronicle,Massachusetts,42.5565503,-70.944859,"75 Sylvan St # C105, Danvers, MA 01923, USA",Match
Haverhill,http://www.hgazette.com/,The Haverhill Gazette,Massachusetts,42.7763134,-71.1213028,"447 W Lowell Ave, Haverhill, MA 01830, USA",Match
Fall River,http://www.heraldnews.com/,The Herald News,Massachusetts,41.7010726,-71.156559,"207 Pocasset St, Fall River, MA 02722, USA",Match
Nantucket,http://www.ack.net/,The Inquirer and Mirror,Massachusetts,41.2709065,-70.0884974,"1 Old South Rd, Nantucket, MA 02554, USA",Match
Danvers,http://www.wickedlocal.com/ipswich/,Ipswich Chronicle,Massachusetts,42.6787637,-70.8398256,"55 Market St, Ipswich, MA 01938, USA",Match
Boston,http://www.thejewishadvocate.com/,The Jewish Advocate,Massachusetts,42.3576926,-71.0587142,"15 School St, Boston, MA 02108, USA",Match
Monett,http://www.monett-times.com/,Monett Times,Missouri,36.9289502,-93.9277071,"Monett, MO, USA",Match
Neosho,http://www.neoshodailynews.com/,Neosho Daily News,Missouri,36.8694886,-94.3843396,"1006 W Harmony St, Neosho, MO 64850, USA",Match
Nevada,http://www.nevadadailymail.com/,The Nevada Daily Mail,Missouri,37.8375077,-94.3562876,"131 S Cedar St, Nevada, MO 64772, USA",Match
Brookfield,http://www.brookfield.townnews.com/,News-Bulletin,Missouri,39.7844687,-93.0735348,"Brookfield, MO 64628, USA",Partial Match
Gainesville,http://www.ozarkcountytimes.com/,Ozark County Times,Missouri,36.5999313,-92.4490691,"1818 Co Rd 806, Gainesville, MO 65655, USA",Match
Perryville,http://www.suntimesnews.com/3/,Perryville Sun Times News,Missouri,37.6616092,-90.0560514,"122 Port Perry Dr, Perryville, MO 63775, USA",Match
Kansas City,http://www.pitch.com/,PitchWeekly,Missouri,39.0935728,-94.5831842,"1627 Main St #700, Kansas City, MO 64108, USA",Partial Match
St Robert,http://www.pulaskicountydemocrat.com/,Pulaski County Democrat,Missouri,37.8110039,-92.14045,"115 N Benton St suite b, Waynesville, MO 65583, USA",Match
Perryville,http://www.perryvillenews.com/,Republic-Monitor,Missouri,37.7258983,-89.8628345,"10 W Sainte Marie St, Perryville, MO 63775, USA",Match
Bethany,http://www.bethanyclipper.com/,Republican-Clipper,Missouri,40.2697644,-94.034538,"202 N 16th St, Bethany, MO 64424, USA",Match
Richland,http://www.richlandmirror.com/,Richland Mirror,Missouri,37.8569838,-92.4043396,"Richland, MO 65556, USA",Partial Match
Saint Louis,http://www.rftstl.com/,The Riverfront Times,Missouri,38.6324915,-90.2095345,"308 N 21st St #300, St. Louis, MO 63103, USA",Match
York,http://www.yorkdispatch.com/,York Dispatch,Pennsylvania,39.9738019,-76.7754435,"205 North George Street, York, PA 17401, USA",Match
Plainview,http://www.myplainview.com/,Plainview Daily Herald,Texas,34.1891301,-101.7026865,"820 Broadway St, Plainview, TX 79072, USA",Match
Plano,http://www.planostar.com/,Plano Star Courier,Texas,33.0069035,-96.6739688,"624 Krona Dr, Plano, TX 75074, USA",Match
Pleasanton,http://www.pleasantonexpress.com/,Pleasanton Express,Texas,28.9590254,-98.4834635,"114 E Goodwin St, Pleasanton, TX 78064, USA",Match
Livingston,http://www.easttexasnews.com/,Polk County Enterprise,Texas,30.7123996,-94.932398,"100 E Calhoun St, Livingston, TX 77351, USA",Match
Port Arthur,http://www.panews.com/,Port Arthur News,Texas,29.902539,-93.9350319,"2349 Memorial Blvd, Port Arthur, TX 77642, USA",Match
Port Lavaca,http://www.portlavacawave.com/,Port Lavaca Wave,Texas,28.6131572,-96.6238348,"107 E Austin St, Port Lavaca, TX 77979, USA",Match
George West,http://www.the-progress.com/,The Progress,Texas,28.464974,-98.181585,"501 N Harborth Ave d, Three Rivers, TX 78071, USA",Partial Match
Emory,http://rainscountyleader.com/,Rains County Leader,Texas,32.874686,-95.765452,"239 N Texas St, Emory, TX 75440, USA",Match
Rockdale,http://www.rockdalereporter.com/,The Rockdale Reporter,Texas,30.6565792,-96.9999664,"221 E Cameron Ave, Rockdale, TX 76567, USA",Match
Round Rock,http://www.rrleader.com/,The Round Rock Leader,Texas,30.5181451,-97.6867955,"1111 N Interstate Hwy 35, Round Rock, TX 78664, USA",Match
San Antonio,http://sanantonio.bcentral.com/sanantonio/,San Antonio Business Journal,Texas,29.4438138,-98.4799488,"200 E Grayson St #110, San Antonio, TX 78215, USA",Match
San Antonio,http://www.mysanantonio.com/,San Antonio Express-News,Texas,29.428185,-98.4851769,"301 Ave E, San Antonio, TX 78205, USA",Match
San Marcos,http://www.sanmarcosrecord.com/,San Marcos Daily Record,Texas,29.8611568,-97.9500811,"1910 Interstate 35 Frontage Rd, San Marcos, TX 78666, USA",Match
Nyack,http://www.nyackvillager.com/,Nyack Villager,New York,41.088828,-73.919309,"Nyack, NY 10960, USA",Match
Utica,http://www.uticaod.com/,Observer-Dispatch,New York,43.1024608,-75.2263691,"1274, 221 Oriskany St E, Utica, NY 13501, United States",Match
Oceanside,http://www.zwire.com/site/news.cfm?brd=1605,Oceanside/IP Herald,New York,40.6387141,-73.6401296,"Oceanside, NY, USA",Partial Match
Olean,http://www.oleantimesherald.com/,Olean Times-Herald,New York,42.0935383,-78.4293472,"639 Norton Dr, Olean, NY 14760, USA",Match
Oneida,http://www.oneidadispatch.com/,The Oneida Daily Dispatch,New York,43.0869383,-75.6693365,"730 Upper Lenox Ave, Oneida, NY 13421, USA",Match
Oswego,http://www.oswegodailynews.com/,Oswego Daily News,New York,43.45837,-76.5129282,"140 W 1st St, Oswego, NY 13126, USA",Partial Match
Oyster Bay,http://www.antonnews.com/oysterbayenterprisepilot/,Oyster Bay Enterprise-Pilot,New York,40.7578883,-73.5011194,"Enterprise Pl, Hicksville, NY 11801, USA",Partial Match
Cuba,http://www.cubapatriot.com/,The Patriot and Free Press,New York,42.2171229,-78.2764995,"25 W Main St, Cuba, NY 14727, USA",Match
Pelham,http://www.pelhamweekly.com/,Pelham Weekly,New York,40.8953773,-73.8070778,"Pelham Manor, NY, USA",Match
Plainview,http://www.antonnews.com/plainviewoldbethpageherald/,Plainview-Old Bethpage Herald,New York,40.7749564,-73.471054,"Plainview-Old Bethpage Central School District, Oyster Bay, NY, USA",Match
Port Washington,http://www.antonnews.com/portwashingtonnews/,Port Washington News,New York,40.8321287,-73.6978096,"270 Main St #1, Port Washington, NY 11050, USA",Match
Jamestown,http://post-journal.com/,Post-Journal,New York,42.0951445,-79.241855,"15 W 2nd St, Jamestown, NY 14701, USA",Match
Syracuse,http://www.syracuse.com/,The Post-Standard/Syracuse Herald-Journal,New York,43.0489638,-76.1511783,"220 S Warren St, Syracuse, NY 13202, USA",Match
Glens Falls,http://www.poststar.com/,The Post-Star,New York,43.3139925,-73.6363519,"76 Lawrence St, Glens Falls, NY 12801, USA",Match
Poughkeepsie,http://www.poughkeepsiejournal.com/,Poughkeepsie Journal,New York,41.7066126,-73.9270438,"85 Civic Center Plaza, Poughkeepsie, NY 12601, USA",Match
Barbourville,http://www.barbourvilleadvocate.com/,Mountain Advocate,Kentucky,36.8668465,-83.8872794,"214 Knox St, Barbourville, KY 40906, USA",Match
Murray,http://www.murrayledger.com/,The Murray Ledger & Times,Kentucky,36.5961578,-88.317457,"1001 Whitnell Ave, Murray, KY 42071, USA",Match
Russellville,http://www.newsdemocratleader.com/,News Democrat & Leader,Kentucky,36.8449413,-86.8880458,"120 Public Square, Russellville, KY 42276, United States",Match
Elizabethtown,http://www.newsenterpriseonline.com/,The News-Enterprise,Kentucky,37.698279,-85.8662952,"408 W Dixie Ave, Elizabethtown, KY 42701, USA",Match
La Grange,http://www.oldhamera.com/,The Oldham Era,Kentucky,38.406162,-85.3786506,"204 S 1st St, La Grange, KY 40031, USA",Partial Match
Paducah,http://www.paducahsun.com/,The Paducah Sun,Kentucky,37.0833893,-88.6000478,"Paducah, KY, USA",Match
Paintsville,http://www.paintsvilleherald.com/,The Paintsville Herald,Kentucky,37.8092748,-82.796327,"978 Broadway St, Paintsville, KY 41240, USA",Match
Richmond,http://www.richmondregister.com/,Richmond Register,Kentucky,37.7389048,-84.2839927,"380 Big Hill Ave, Richmond, KY 40475, USA",Match
Jamestown,http://www.russellregister.com/,Russell Register,Kentucky,36.9885783,-85.0607633,"316 Monument Sq, Jamestown, KY 42629, USA",Match
Benton,http://www.tribunecourier.com/,Tribune Courier,Kentucky,36.8645071,-88.3569515,"86B Commerce Blvd, Benton, KY 42025, USA",Match
Shelbyville,http://www.sentinelnews.com/,Sentinel-News,Kentucky,38.2047538,-85.2647434,"700 Taylorsville Rd, Shelbyville, KY 40065, USA",Match
London,http://www.sentinel-echo.com/,Sentinel-Echo,Kentucky,37.1286706,-84.0843598,"123 W 5th St, London, KY 40741, USA",Match
Morganfield,http://www.ucadvocate.com/,Union County Advocate,Kentucky,37.6843955,-87.917938,"214 W Main St, Morganfield, KY 42437, USA",Match
Ottawa,http://www.ottawaherald.com/,Ottawa Herald,Kansas,38.6152421,-95.2674522,"214 S Hickory St, Ottawa, KS 66067, USA",Match
Parsons,http://www.parsonssun.com/,Parsons Sun,Kansas,37.3403384,-95.2610838,"Parsons, KS, USA",Match
Pratt,http://www.pratttribune.com/,Pratt Tribune,Kansas,37.6431734,-98.7393521,"320 S Main St, Pratt, KS 67124, USA",Match
Kansas City,http://www.recordnews.com/,The Record,Kansas,39.0840803,-94.5896968,"400 W Pershing Rd, Kansas City, MO 64108, USA",Match
Salina,http://www.saljournal.com/,The Salina Journal,Kansas,38.835062,-97.606458,"333 S 4th St, Salina, KS 67401, USA",Match
Shawnee,http://www.shawneejournalherald.com/,Shawnee Journal Herald,Kansas,39.0145893,-94.7421553,"6301 Pflumm Rd # 102, Shawnee, KS 66216, USA",Match
Smith Center,http://www.smithcountypioneer.com/,Smith County Pioneer,Kansas,39.7765545,-98.7859262,"201 S Main St, Smith Center, KS 66967, USA",Match
Liberal,http://204.233.65.165/swdtimes/html/,Southwest Daily Times,Kansas,37.0390168,-100.92274,"16 S Kansas Ave, Liberal, KS 67901, USA",Match
Cheney,http://www.tsnews.com/,The Times-Sentinel,Kansas,37.62761,-97.781469,"125 N Main St, Cheney, KS 67025, USA",Match
Topeka,http://www.cjonline.com/,The Topeka Capital-Journal,Kansas,39.0493387,-95.6674781,"616 SE Jefferson St, Topeka, KS 66607, USA",Match
Wellington,http://www.wgtndailynews.com/,Wellington Daily News,Kansas,37.2659978,-97.3988091,"113 W Harvey Ave, Wellington, KS 67152, USA",Match
Wichita,http://wichita.bcentral.com/wichita/,Wichita Business Journal,Kansas,37.6869542,-97.3290048,"121 N Mead #100, Wichita, KS 67202, USA",Match
Wichita,http://www.wichitaeagle.com/,The Wichita Eagle,Kansas,37.690598,-97.328735,"2830, 330 N Mead, Wichita, KS 67202, United States",Match
Des Moines,http://desmoinesregister.com/,Des Moines Register,Iowa,41.586832,-93.6228884,"400 Locust St, Des Moines, IA 50309, USA",Match
