Latitude,Longitude,Name,City,State,Country,Address,Phone,Email,Twitter,Website,
16.9087258,-92.0943351,Grupo Beta Palenque,Palenque,Chiapas,México,"Carretera federal Playas de Catazcaja - Ocosingo Km. 26+100 Lado A, Col. Guayacán C. P. 29960, Palenque, Chiapas","(916) 345 3035 Ext. 209, 210",,,https://www.gob.mx/inm/acciones-y-programas/grupos-beta-de-proteccion-a-migrantes,
16.2252062,-93.908816,Grupo Beta Arriaga,Arriaga,Chiapas,México,"5ta. Poniente No. 722 entre 14 y 16 Sur, Barrio de Santo Tomás C. P. 30450, Arriaga, Chiapas",(962) 625 7986,,,https://www.gob.mx/inm/acciones-y-programas/grupos-beta-de-proteccion-a-migrantes,
16.7662448,-93.1289974,Grupo Beta Tuxtla Gutiérrez,Tuxtla Gutiérrez,Chiapas,México,"5ta. Avenida Norte y 13 Poniente No. 1402, Col. El Magueyito, C. P. 29000, Tuxtla Gutiérrez, Chiapas",(961) 602 6111,,,https://www.gob.mx/inm/acciones-y-programas/grupos-beta-de-proteccion-a-migrantes,
16.5463678,-95.0816868,Grupo Beta Ixtepec,Ixtepec,Oaxaca,México,"Carretera Ixtepec - Juchitán Km. 1.5 s/n C. P. 70110 Cd. Ixtepec, Oaxaca",(971) 713 3047,,,https://www.gob.mx/inm/acciones-y-programas/grupos-beta-de-proteccion-a-migrantes,
32.521896,-117.01437,Comision Nacional de los Derechos Humanos,Tijuana,Baja California,México,"Avenue. Diego Rivera No. 2532, Zona Río Tijuana",(664) 973-2374,informacion@derechoshumanosbc.org,,http://www.derechoshumanosbc.org/content/contacto,
32.539342,-117.030971,Madres y familias deportadas en acción,Tijuana,Baja California,México,"Via de la Juventud Ote 8800, Defensores de Baja California, 22020 Tijuana, B.C., Mexico",52 664 976 7541,madresdeportadasenaccion@gmail.com,,https://madresdeportadas.wixsite.com/enaccion,
36.753243,-119.789061,Frente Indigena de Organizaciones Binacionales,Fresno,California,United States,"744 N. Abby Street, Fresno, CA 93701 ",(559) 512-0797 ,fresno@fiob.org,,,
34.952973,-120.43778,Frente Indigena de Organizaciones Binacionales,Santa Maria,California,United States,"204 W. Main Street, Suite B Santa Maria, CA 93458 ",(805) 925-5262 ,santamaria@fiob.org,,,
31.76008453,-106.4796003,Annunciation House,El Paso,Texas,United States,"1003 East San Antonio Ave, El Paso, TX 79901",(915) 545-4509,volunteercoordinator@annunciationhouse.org; legalcoordinator@annunciationhouse.org,https://twitter.com/AHouseElPaso,https://annunciationhouse.org/,
38.918327,-77.032923,Detention Watch Network,Washington D.C.,Washington D.C.,United States,"1419 V Street NW, Washington, DC 20009",,campaign@detentionwatchnetwork.org,https://twitter.com/detentionwatch,https://www.detentionwatchnetwork.org/,
33.934431,-118.190043,Freedom for Immigrants (CIVIC),Lynwood,California,United States,"10701 Sampson Ave, Lynwood, CA 90262",(385) 212-4842,LMartinez@freedomforimmigrants.org,https://twitter.com/migrantfreedom,https://www.freedomforimmigrants.org/,
32.05025,-84.788236,El Refugio,Lumpkin,Georgia,United States,"655 Main Street, Lumpkin, GA 31815 ",(229) 234-9022,info@elrefugioministry.org,,http://elrefugiostewart.org/,
36.105878,-115.137958,UNLV Immigration Clinic,Las Vegas,Nevada,United States,4505 S. Maryland Parkway,(702) 895-2080,,@UNLVImmigration,https://law.unlv.edu/clinics/immigration,
39.955938,-75.165168,American Friends Service Committee,Philadelphia,Pennsylvania,United States,"1501 Cherry Street, Philadelphia, PA 19102",(215)241-7000,,@afsc_org,https://www.afsc.org/key-issues/issue/immigrant-rights,
38.998541,-77.030046,Catholic Legal Immigration Network Inc.,Silver Spring,Maryland,United States,"8757 Georgia Avenue, Suite 850, Silver Spring, MD 20910",(301)565-4800,,@cliniclegal,https://cliniclegal.org/,
38.853506,-77.048772,U.S. Committee for Refugees and Immigrants,Washington,DC,United States,"2231 Crystal Drive, Suite 350, Arlington, VA 22202-3794",(703)310-1130,uscri@uscridc.org,@USCRIdc,http://refugees.org/,
38.912329,-77.045471,Advocacy for Human Rights in the Americas,Washinton,DC,United States,"1666 Connecticut Ave. NW, Suite 400",(202) 797-2171,,@WOLA_org,https://www.wola.org/about-us/,
26.219047,-98.225408,Border Association for Refugees from Central America,McAllen,Texas,United States,"1701 North 8th, B.30, McAllen, TX 78501",(956)631-7447,rgvbarca@aol.com,,,
26.193483,-97.695798,Casa de Proyecto Libertad,Harlingen,Texas,United States,"113 N. 1st St., Harlingen, Texas 78550",(956)425-9552,nrogelio@hushmail.com,,https://www.facebook.com/Casa-de-Proyecto-Libertad-207664685918512/,
32.782643,-96.795458,RAICES,Dallas,Texas,United States,"1910 Pacific Ave, Suite 5045, Dallas, TX 75201",(214) 295-9554,felix.villalobos@raicestexas.org,https://twitter.com/RAICESTEXAS,https://www.raicestexas.org/,
32.684959,-97.32208,RAICES,Fort Worth,Texas,United States,"4200 South Freeway, Suite 702, Fort Worth, TX 76115",(817) 717-9377,jennifer.deharo@raicestexas.org,https://twitter.com/RAICESTEXAS,https://www.raicestexas.org/,
29.524067,-98.388032,RAICES North,San Antonio,Texas,United States,"5121 Crestway Drive, #105, San Antonio, TX 78239",(210) 226-7722,mayra.jimenez@raicestexas.org,https://twitter.com/RAICESTEXAS,https://www.raicestexas.org/,
29.445785,-98.522885,RAICES Community Education Center,San Antonio,Texas,United States,"802 Kentucky Ave, San Antonio, TX 78201",,jenny.hixon@raicestexas.org,,,
,,Pueblo Sin Fronteras,,,"Central America, Mexico, United States",,,,https://twitter.com/pueblosf,http://www.pueblosinfronteras.org/,
38.888493,-77.180496,Together Rising,Falls Church,Virginia,United States,"800 West Broad Street #6409, Falls Church, VA 22040",,contact@togetherrising.org,https://twitter.com/togetherrising,https://togetherrising.org/,
34.059441,-118.208839,Al Otro Lado,Los Angeles,Tijuana,México,"1200 N State St #1008, Los Angeles, CA 90033",,,https://twitter.com/alotrolado_org,https://alotrolado.org/,
40.70861,-74.014804,Asylum Seeker Advocacy Project,New York,New York,United States,"40 Rector Street, 9th Floor, New York, NY 10006",,,https://twitter.com/asylumadvocacy,https://asylumadvocacy.org/,
26.199648,-97.677966,Young Center for Immigrants Children Rights,Harlingen,Texas,United States,"806 Morgan Blvd Suite K, Harlingen, TX 78550",(956) 230-1850,,https://twitter.com/TheYoungCenter,https://www.theyoungcenter.org/,
31.760908,-106.479999,Detained Migrant Solidarity Committee,El Paso,Texas,"United States, Mexico","816 Magoffin Ave. El Paso, TX 79901",(915) 229-6086,,https://twitter.com/dmscelpaso,https://dmscelpaso.wixsite.com/dmscelpaso/blog/author/Rev.-Robert-Mosher,
45.502418,-122.656443,Innovation Law Lab,Portland,Oregon,United States,"P.O. Box 40103, Portland, Oregon 97240",,,https://twitter.com/iawlab?lang=en,https://innovationlawlab.org/,
29.7076758,-95.2792499,Justice for Our Neighbors,Houston,Texas,United States,"2220 Broadway, Houston, TX 77012",(713) 454-6470,,https://twitter.com/jfon_tx,http://jfonhouston.org/,
30.2705902,-97.742339,The Austin Bar Association Civil Right and Immigration Section,Austin,Texas,United States,"816 Congress Ave., Ste. 700, Austin, TX 78701",(512) 472-0279,,http://www.twitter.com/theaustinbar,http://www.austinbar.org/for-attorneys/sections/civil-rights-immigration-section/,
33.7505559,-84.4002539,Tahirih Justice Center,Atlanta,Georgia,United States,"142 Walker Street SW, Atlanta, GA 30301",(470) 481-4700,,https://twitter.com/tahirihjustice,http://www.tahirih.org/location/atlanta/,
37.63574445,-122.4228346,Tahirih Justice Center,San Bruno,California,United States,"881 Sneath Lane, Suite 115, San Bruno, CA 94066",(650) 270-2100,,https://twitter.com/tahirihjustice,http://www.tahirih.org/locations/san-francisco-bay-area/,
31.760908,-106.479999,Fronterizo Fianza Fund,El Paso,Texas,United States,"816 Magoffin Ave. El Paso, TX 79901",(915) 229-6086,,,https://www.fianzafund.org/,
41.882311,-87.632022,Amnesty International - Midwest Regional Office,Chicago,Illinois,United States,"One North LaSalle Street, Suite, 875, Chicago, IL 60602",,,,,
37.805754,-122.268202,Amnesty International - Western Regional Office,Oakland,California,United States,"1624 Franklin Street, Suite 520, Oakland, CA 94612",,,,,
47.602296,-122.315293,Supervivencia Después de la Detención / Surviving Post-Release,Ciudades Fronterizas,Estados Fronterizos,México,,,"aejasso@uw.edu, aks34@uw.edu
",,http://es.survivingpostrelease.org/,Resource aggregator
32.6645023,-115.4962097,Módulo de Atención Centro de Apoyo al Trabajador Migrante y Albergue del Desierto,Mexicali,Baja California,México,"Garita #1 Mexicali-Calexico, Mexicali, Baja California, Modulo #2",(686)5534882,alberguedes@prodigy.net.mx,,,
32.6608534,-115.4784239,Centro de Apoyo al Trabajador Migrante: Comité de Promoción para el Desarrollo de Mexicali,Mexicali,Baja California,México,"Calle Jabonera #6, Colonia Nueva, Mexicali, Baja California 21100",(686) 553482,"mezaoro@prodigy.net.mx, catm@telnor.net",,,
31.3282456,-109.5605187,Centro de Recursos para Migrantes Módulo de Atención (CRM),Agua Prieta,Sonora,México,"Calle 1ra. Av. Panamericana S/N, Agua Prieta, Sonora C.P. 84200",(633) 1219298,beto.gutierritos@yahoo.com.mx,,,
31.3282456,-109.5605187,Centro de Recursos para Migrantes Módulo de Atención (CRM),Agua Prieta,Sonora,México,"Calle 1ra. Av. Panamericana S/N, Agua Prieta, Sonora C.P. 84200",(633) 1219298,beto.gutierritos@yahoo.com.mx,,,
,,Grupo Beta Tijuana,Tijuana,Baja California,México,"Vía Internacional 34, Federal, 22010 Tijuana, B.C.","(664) 682-3171, (664) 683-3068",,,https://www.gob.mx/inm/acciones-y-programas/grupos-beta-de-proteccion-a-migrantes,
32.5698638,-116.6479655,Grupo Beta Tecate,Tecate,Baja California,México,"Calle 18 esq. con Tanama s/n, Col. Bella vista, C.P. 21440 Tecate, B. C","(665) 654-2449, (665) 654-3780",,,https://www.gob.mx/inm/acciones-y-programas/grupos-beta-de-proteccion-a-migrantes,
32.6245389,-115.4522623,Grupo Beta Mexicali,Mexicali,Baja California,México,"Av. Melgar No. 1, Garita Internacional, Zona Centro, C. P. 21100, Mexicali, B. C.","(686) 554-2624, (686) 552-5596",,,https://www.gob.mx/inm/acciones-y-programas/grupos-beta-de-proteccion-a-migrantes,
32.4672204,-114.7410067,Grupo Beta San Luis de Rio Colorado,San Luis Río Colorado,Sonora,México,"Av. Ignacio Zaragoza No. 2708 entre 27 y 28, Col. Burócratas C. P. 83450, San Luis Río Colorado, Sonora",(653) 534 5062,,,https://www.gob.mx/inm/acciones-y-programas/grupos-beta-de-proteccion-a-migrantes,
31.8619816,-116.6161364,Comision Nacional de los Derechos Humanos,Cove,,México,"Av. Floresta No.32, Plaza Elva local 321, Zona Centro, Ensenada, BCCP 22830 ",(646) 176-0604,informacion@derechoshumanosbc.org,,,
32.5745599,-116.6273292,Comision Nacional de los Derechos Humanos,Tecate,Baja California,México,"Av. Miguel Hidalgo y Costilla No. 139, Zona Centro, Tecate, BCCP 21400 ",(665) 654-3772 ,informacion@derechoshumanosbc.org,,http://www.derechoshumanosbc.org/content/contacto,
32.3659041,-117.0455722,Comision Nacional de los Derechos Humanos,Beaches of Rosarito,,México,"Blvd. Alta Tension Esq. Distrito Federal No.16000, Col. Constitución, Rosarito BC ",(661) 612-6530,informacion@derechoshumanosbc.org,,,
32.6374877,-115.472358,Comision Nacional de los Derechos Humanos,Mexicali,Baja California,México,"Av. Pioneros No.1198 Esq. Blvd. Anahuac, Civic Center, Mexicali, BCCP 21000 ",(686) 556-0752,informacion@derechoshumanosbc.org,,http://www.derechoshumanosbc.org/content/contacto,
30.560029,-115.9415972,Comision Nacional de los Derechos Humanos,San Quintin,,México,"Carret. Transpeninsular Km 190, Fracc. Chavez San Quintin, BC ",(616) 165-2031,informacion@derechoshumanosbc.org,,,
32.2886707,-115.1044229,Comision Nacional de los Derechos Humanos,Valley of Mexicali,,México,"Calle Quinta No.479 Int.4, Poblado Guadalupe Victoria Kilometro 43",(658) 516-2629,informacion@derechoshumanosbc.org,,,
31.0250709,-114.8407776,Comision Nacional de los Derechos Humanos,San Felipe,,México,"Av. Mar de Cortez No.183-C, Coastal Zone, San Felipe BC ",(686) 577-0134,informacion@derechoshumanosbc.org,,http://www.derechoshumanosbc.org/content/contacto,
,,Comision Nacional de los Derechos Humanos,East Side,,México,"Ruta Ignacio Allende Street, # 2276, Fracc. Mariano Matamoros Deleg. The dam",(664) 646-9755,informacion@derechoshumanosbc.org,,http://www.derechoshumanosbc.org/content/contacto,
34.0051238,-118.2736979,Centro de la Coordinación General Binacional,Los Angeles,California,United States,"4318 S. Main St., Los Angeles, California 90037",(323) 521-1995 ,odiliaromero@fiob.org,,,
32.4926108,-117.0467954,Centro de la Coordinación General Binacional ,Tijuana,Baja California,México,"Calle Manuel Félix Acosta, Col. Obrera, Tijuana, Baja California",,,,,
17.0644793,-96.7266959,Centro de la Coordinación General Binacional ,Juxtlahuaca,Oaxaca,México,"Calle Mariano Matamoros #305, Centro, Juxtlahuaca, Oaxaca, México",(953) 554-0793,,,,
38.898576,-77.031236,American Immigration Lawyers Association (AILA),Washington,D.C.,United States,"1331 G Street, NW Suite 300",(202)-507-7600,,https://twitter.com/ailanational,http://www.aila.org/,
38.898576,-77.031236,American Immigration Council,Washington,D.C.,United States,"1331 G St. NW Suite 200, Washington, DC 20005",(202) 507-7500,,https://twitter.com/immcouncil,https://americanimmigrationcouncil.org/,
31.681919,-106.377744,"Centro de Derechos Humanos de Migrantes, A.C.",Cd. Juárez,Chihuahua,México,"Calle Neptuno #1855, Col. Satélite, Ciudad Juárez, Chihuaha, C.P 32540","(656) 687-2864, (656) 687-0676, (656) 687-0677, (656) 687-2864",coordinacion@cdhmcj.org,,,
40.712625,-74.008211,Immigration Connection Project (ICON),New York,New York,United States,"233 Broadway, New York, NY 10279",800-845-8372,familyconnect@vera.org / familiasunidas@vera.org ,https://twitter.com/verainstitute,https://www.vera.org/projects/immigrant-connection-project,
31.76299,-106.48652,Borderland Immigration Council,El Paso and Las Cruces,Texas/New Mexico,United States,,,borderlandimmigrationcouncil@gmail.com,,https://www.borderlandimmigrationcouncil.org/,
37.781166,-122.415844,Center for Gender & Refugee Studies,San Francisco,California,United States,"200 McAllister Street, San Francisco, CA 94102",(415) 565-4877,cgrs@uchastings.edu,@CGRShastings,https://cgrs.uchastings.edu/,
37.781166,-122.415844,Immigrant Women Too,San Francisco,California,United States,"200 McAllister Street, San Francisco, CA 94102",,krongbrianna@uchastings.edu,,http://www.immigrantwomentoo.org/,
35.678787,-105.94116,Santa Fe Dreamers Project ,Santa Fe,New Mexico,United States,"PO Box 8009, Santa Fe, NM 87504",(505) 490-2789,info@santafedreamersproject.org,,http://www.santafedreamersproject.org/what-we-do/,
30.255033,-97.719288,Grassroots Leadership,Austin,Texas,United States,"2301 East Cesar Chavez St., Austin, TX 78702",(512) 499-8111,cmunoz@grassrootsleadership.org,@Grassroots_News,https://grassrootsleadership.org/,
20.990433,-101.148915,"

Dream in México

",León,Guanajuato,México,,"(213)928
2917 / 477
775 0485","

info@dreaminmexico.org

","

@dreaminmexico

","dreaminmexico.org

",
19.285931,-98.387903,New Comienzos,Ciudad de México,Ciudad de México,México,,55-77-33-14-36,info@newcomienzos.org,@NewComienzos,https://www.newcomienzos.org/,
19.430952,-99.143573,Otros Dreamers en Acción,Ciudad de México,Ciudad de México,México,"José María Marroquí 83, Ciudad de Mexic, Mexico 06000",,odamx2016@gmail.com,@OtrosDreams_ODA,https://www.facebook.com/OtrosDreams/,
,,New Mexico Immigrant Law Center,Albuquerque,New Mexico,United States,"PO Box 7040, Albuquerque, NM 87194",(505) 247-1023,info@nmilc.org,@NMILC,http://nmilc.org/,
,,Rocky Mountain Immigrant Advocacy Network (RMIAN),Aurora,Colorado,United States,"3489 W. 72nd Ave Suite 211, Westminster CO 80030",(303) 433-2812,,@RMIAN_org,https://www.rmian.org/,
,,Casa Cornelia Law Center,San Diego,California,United States,"2760 5th Ave STE 200 San Diego, CA ",(619) 231-7788,lawcenter@casacornelia.org,@CasaCornelia,http://www.casacornelia.org/,
,,Immigrant Defenders Law Center,Los Angeles,California,United States,"634 S Spring St, 10th Floor, Los Angeles, CA",(213) 319-7807 family unity project direct line,Familyunity@immdef.org,@immdef,https://www.immdef.org/,
,,"Catholic Charities Community Services/ Catholic Charities Immigration Legal Services, Archdiocese of New York",New York,New York,United States,"80 Maiden Lane, New York, NY",(212) 419-3700,ICH@archny.org,@CathCharitiesNY,https://catholiccharitiesny.org/find-help/need-help-immigration,
,,HIAS Pennsylvania,Philadelphia,Pennsylvania,United States,"2100 Arch St, 3rd Floor, Philadelphia PA 19103",(215) 832-0900,,@HIASPA,http://hiaspa.org/,
,,KIND - Boston,Boston,Massachusetts,United States,"c/o Nutter McClennen & Fish LLP, 155 Seaport Boulevard, 5th Floor, Boston, MA 02210",(617) 207-4171,Infoboston@supportkind.org; separation@supportkind.org,,,
,,KIND - LA,Los Angeles,California,United States,"888 West 6th Street, Suite 900, Chadbourne & Parke LLP, KIND-LA, Los Angeles, CA 90017",(213) 274-0170,infolosangeles@supportking.ord; separation@supportkind.org,,,
,,KIND - San Francisco,San Francisco,California,United States,"200 Pine Street, Third Floor, San Francisco, CA 94104",(415) 543-3379,infosanfrancisco@supportkind.org; separation@supportkind.org,,,
,,KIND - Baltimore,Baltimore,Maryland,United States,"1420 North Charles, 2nd Floor, Suite D, Baltimore MD 21201",,separation@supportkind.org,,,
,,KIND - Atlanta,Atlanta,Georgia,United States,"50 Hurt Plaza, SE, Suite 740, Atlanta, GA 30303",(404) 885-3629,infoatlanta@supportkind.org; separation@supportkind.org,,,
,,KIND- Houston,Houston,Texas,United States,"1303 San Jacinto Street, 9th Floor, Houston TX 77002",832-779-4030,infohouston@supportkind.org; separation@supportkind.org,,,
,,KIND - Newark,Roseland,New Jersey,United States,"One Lowenstein Dr, c/o Lowenstein Sandler LLP, Roseland, NJ 07068",(862) 926-2117,infonewark@supportkind.org; separation@supportkind.org,,,
,,KIND - Seattle,Seattle,Washington,United States,"1201 Third Ave, Suite 4900, Seattle WA 98101",,infoseattle@supportkind.org; separation@supportkind.org,,,
,,KIND - New York,New York,New York,United States,"252 West 37th Street, Suite 1500W, New York, NY 10018",(646) 677-9900,infonewyork@supportkind.org; separation@supportkind.org,,,
,,Catholic Charities Cabrini,Houston,Texas,United States,"2900 Louisiana Street, Houston TX 77006",(713) 874-6570,rgallardo@catholiccharities.org,,,
